Gene	TSS	Coverage
SDCBP2	chr20_1294317	3.45396116387
SLC7A7	chr14_23289020	4.96043084388
RHBG	chr1_156338979	2.73389029405
CRYGA	chr2_209028297	4.77730465142
PSMD11	chr17_30771480	1.55797151918
KLHL8	chr4_88141420	3.51997240134
CUX1	chr7_101459183	0.328975012908
TNFAIP8L1	chr19_4639526	1.44662216711
ANKRD37	chr4_186317839	0.0425177012725
CXCR2	chr2_218990012	3.94939936385
VEZT	chr12_95611521	0.323694828722
PEX11B	chr1_145516164	1.35700701311
SRSF8	chr11_94800040	3.34345510835
ADCK4	chr19_41222790	3.85540405561
EN1	chr2_119605759	4.27660885769
ZNF219	chr14_21572863	2.06675394402
DEFB130	chr8_11929256	2.3003490326
BAAT	chr9_104145801	3.63495311961
HRH1	chr3_11267668	2.8815607156
KRTAP6-2	chr21_31971193	6.79079698437
UBASH3A	chr21_43823970	3.97898721097
TMEFF1	chr9_103235519	1.81997322357
TARS	chr5_33440881	0.814481751179
WNK2	chr9_95947211	3.74776538665
ABCG1	chr21_43640007	4.10365521758
THRA	chr17_38219067	1.72752273498
CHRNA7	chr15_32322685	3.28579131389
RTN4IP1	chr6_107077373	1.03404509461
IRF5	chr7_128580723	4.0094410206
KCTD3	chr1_215740734	1.48649128776
SPRR3	chr1_152974222	4.11800130876
CLEC4G	chr19_7797057	3.3371507476
TCL1B	chr14_96152753	2.25423312436
ARL9	chr4_57371374	4.12751352131
LYZL4	chr3_42452094	5.00927699081
JMJD1C	chr10_65225761	2.46273709328
GRM5	chr11_88781240	6.03915686447
SEMA7A	chr15_74726299	4.12289594841
SEH1L	chr18_12947982	0.120787318638
KCTD14	chr11_77757237	5.89840448307
MYNN	chr3_169490852	2.44463648141
AP1M1	chr19_16308664	0.381353748783
RBBP8	chr18_20513838	1.56291469874
OR2B11	chr1_247615284	4.60284120004
TCP10L	chr21_33957845	8.47552349043
WDR64	chr1_241815579	3.80191532419
TTLL6	chr17_46894469	2.78450760009
RAB30	chr11_82745611	4.61403900279
TWISTNB	chr7_19748660	3.15506389808
CTBP2	chr10_126716453	4.3042871201
NDUFS5	chr1_39491966	4.10406903321
C4BPB	chr1_207262186	4.65660109298
SET	chr9_131447364	3.10940215723
HPS4	chr22_26879829	1.81381279253
RBL1	chr20_35724403	1.59862154434
TLR3	chr4_186990308	3.35931692331
OR7G2	chr19_9213982	5.40961280577
NUMA1	chr11_71791739	0.804927681134
CTBP1	chr4_1242908	0.078046429207
ELMO1	chr7_37024717	4.10132554136
KRT78	chr12_53242778	4.72626302559
OR4K2	chr14_20344426	2.39935638157
ASPRV1	chr2_70189397	3.13124197091
NBPF3	chr1_21766582	2.68714957171
IL17A	chr6_52051184	6.3883144824
ZNF461	chr19_37157755	1.497688768
S100A14	chr1_153588808	5.13985518588
HIST1H2AC	chr6_26124372	0.0107205728112
ZFP3	chr17_4981753	3.06911151151
DPF2	chr11_65101224	0.713416118569
NELL2	chr12_45269444	4.11927610463
WHSC1L1	chr8_38239790	2.54371469909
PDE3A	chr12_20724797	4.77029483937
CITED2	chr6_139695350	3.23740192065
KIAA1324	chr1_109656584	5.35539572083
FAP	chr2_163100045	5.23261554539
OR51A4	chr11_4968330	4.15177976564
ZKSCAN1	chr7_99613194	1.96427279872
CRISPLD1	chr8_75912388	4.39794582537
ATM	chr11_108093558	1.20424136199
NLRC4	chr2_32490812	6.95061713714
ETV4	chr17_41623800	1.88428876961
SS18	chr18_23671181	5.42831561866
P2RX2	chr12_133195365	1.86191353952
KCNK10	chr14_88789593	5.28708363461
STK32C	chr10_134121477	1.26868983525
EDNRA	chr4_148402068	4.70532346991
IGFBP7	chr4_57976551	1.89206171581
DZIP1	chr13_96296960	2.84319812304
COL8A1	chr3_99357439	4.70523072772
CCDC126	chr7_23636997	1.18455711172
TBC1D1	chr4_38121574	5.77374978973
VGF	chr7_100808852	2.25033593462
PPP2R2D	chr10_133747959	2.92348103229
MC2R	chr18_13915706	3.94355455899
FAM120AOS	chr9_96215874	3.24918730528
SERF2	chr15_44084039	2.67962767887
LNPEP	chr5_96271345	3.64244728556
GSTCD	chr4_106629940	1.33492894608
MNDA	chr1_158801167	3.91020396321
AKT3	chr1_244006584	4.29395966736
ZKSCAN4	chr6_28220074	2.80212978712
SDC1	chr2_20424927	1.29512482546
BRD1	chr22_50219548	3.47950411037
KLK6	chr19_51472929	5.8120493595
MSH6	chr2_48011093	1.07487602545
GDPD4	chr11_76998463	3.14933453384
PDCD10	chr3_167452651	4.98031924374
ATP1A3	chr19_42498428	2.84495464663
GDNF	chr5_37834924	4.90199979852
FCGRT	chr19_50015535	3.40166333346
B4GALT2	chr1_44444873	0.161494589844
TLCD1	chr17_27053230	1.32419726873
TRAPPC2L	chr16_88923505	0.205325934743
FER	chr5_108083522	2.98636422054
NAB2	chr12_57482676	0.91378917779
BCAS3	chr17_58755171	1.37431037599
LCE4A	chr1_152681522	3.47834687115
NDUFS4	chr5_52856464	1.50626588108
TARDBP	chr1_11072678	2.38513875677
HHAT	chr1_210502639	2.02913480015
PITX3	chr10_104001231	4.10532396866
TOMM20	chr1_235292256	0.518178308915
GCAT	chr22_38203911	1.07509140131
GNG8	chr19_47137939	3.56356889537
UNC13A	chr19_17799008	4.30119627547
RPS5	chr19_58898635	1.38286867086
PARL	chr3_183602693	1.67164294283
HOOK3	chr8_42752032	0.320968095951
LGALS8	chr1_236681513	2.45896706046
RPL32	chr3_12883081	1.3780239544
DNAJC8	chr1_28559542	1.78534779446
CDH11	chr16_65156040	4.10881464304
SPCS2	chr11_74660291	2.58170657072
TERF2IP	chr16_75681634	1.58841813779
CNKSR3	chr6_154831753	4.92161963838
MAP7	chr6_136871957	1.89019321828
DNMT3A	chr2_25475184	1.46256840447
NDUFA4L2	chr12_57634475	3.66041626332
LEF1	chr4_109090112	4.77815411312
SLAIN1	chr13_78273015	3.93345818618
PCDHB12	chr5_140588290	3.79165982021
GLIPR1L2	chr12_75784849	0.764373715457
CD302	chr2_160654766	3.05235906814
ATP5J2	chr7_99063824	0.817763877807
OR10A6	chr11_7950209	5.32869768623
RILPL1	chr12_124018265	0.0
CSRP1	chr1_201476387	2.75724910002
CPA4	chr7_129932973	4.37194698972
BOC	chr3_112931343	6.70886034388
MED27	chr9_134955274	3.17386105075
ANKMY2	chr7_16685442	0.214340733271
YIPF4	chr2_32502957	1.08343969128
ACSS3	chr12_81471808	2.36776489935
ARAP1	chr11_72463434	3.54520060653
PDXDC1	chr16_15068819	3.21397976425
AMH	chr19_2249112	3.55021555851
RHOBTB2	chr8_22853360	5.32197061071
H1FOO	chr3_129267227	5.24693994803
SNUPN	chr15_75918719	2.99921136446
NOXA1	chr9_140317846	0.985150426946
DNAJB5	chr9_34990266	2.99551472548
ENC1	chr5_73937249	2.50135492565
DENND3	chr8_142138719	0.896318703263
TREML1	chr6_41122087	4.85612957749
TDP1	chr14_90422245	0.472684484565
ARHGEF26	chr3_153839148	2.18767185126
RNF38	chr9_36400296	3.97366727988
CCL18	chr17_34391631	6.42527004334
RREB1	chr6_7108085	3.50163606391
POC5	chr5_75008280	2.82598432174
ZFP28	chr19_57050316	0.238148615588
NEK9	chr14_75593778	2.02647573513
ABCB10	chr1_229694442	2.80004276905
CELA1	chr12_51740463	5.13772332814
CACNA1S	chr1_201081694	4.17182213895
PSMB11	chr14_23511375	3.47158712537
CBLN3	chr14_24898731	3.91925977706
HIST1H2BC	chr6_26124132	3.24555547316
PLBD2	chr12_113796370	0.665677746798
ATXN1	chr6_16761721	0.817781382049
SERINC3	chr20_43150726	2.11212023815
MRGPRD	chr11_68748455	4.56292221698
CD59	chr11_33744273	3.30180010677
GAS2L1	chr22_29702984	4.09756358936
ACAD8	chr11_134123433	1.8293766397
TEK	chr9_27109138	3.53563125962
LARS	chr5_145562294	0.229038017565
PDCD4	chr10_112631552	0.257724809414
RPS26	chr12_56435685	0.717819718306
CACNA1B	chr9_140772240	2.38425657075
SFXN3	chr10_102790995	2.23767006431
SKP2	chr5_36152144	0.860318386527
GLI4	chr8_144349606	0.962078040087
ANAPC10	chr4_146019693	4.0367082763
MCCC1	chr3_182817375	1.85507374194
TRIAP1	chr12_120884215	1.54754361782
NFKB2	chr10_104153866	1.70230893283
ABCA9	chr17_67057136	4.90478352209
TSC1	chr9_135820020	1.68972764443
PGC	chr6_41715139	6.01316690648
MLNR	chr13_49794473	2.16432057136
HBA2	chr16_222845	0.736259179016
ACSL5	chr10_114135022	3.78309302582
PPARA	chr22_46546498	0.0904511415349
GPR146	chr7_1084208	0.391529335302
PTGFR	chr1_78956727	5.6745808102
MTHFD1L	chr6_151186814	3.26112301552
ACSL6	chr5_131347355	3.64769482874
SLC22A4	chr5_131630144	1.95968535907
KCTD20	chr6_36410543	3.12772711767
C1orf210	chr1_43751288	4.93371453879
HEPHL1	chr11_93754377	5.32232420791
POTEM	chr14_20020272	9.38292949192
AMACR	chr5_34008220	2.07688102406
OR1S2	chr11_57971653	3.36243017103
SCAI	chr9_127905838	2.04132685258
TMEM132D	chr12_130388212	4.49238499295
ILVBL	chr19_15236610	1.52872396779
PIGV	chr1_27114453	1.25683213307
GABARAPL1	chr12_10365488	1.89998345003
CTSD	chr11_1785222	0.641159520984
CLUAP1	chr16_3559893	4.04180347032
ZEB1	chr10_31610063	5.43492296567
COPG2	chr7_130353598	2.04945235152
IL10	chr1_206945839	5.14989392615
HIST1H2BF	chr6_26199786	0.889807543331
GJD3	chr17_38520945	4.54050959977
MSH6	chr2_48010220	0.214283966488
KLF12	chr13_74708066	3.52835119691
DCLRE1B	chr1_114447914	0.417534284067
ATF4	chr22_39916563	0.61493554861
ORC6	chr16_46723557	0.533275079531
NDST2	chr10_75571589	2.33612000186
GPR107	chr9_132815984	1.95335312641
AICDA	chr12_8765442	5.3620137817
PLEKHG5	chr1_6580121	6.30078027693
ABHD3	chr18_19284766	2.36029583688
MBNL2	chr13_97874549	2.22971649144
RRAGD	chr6_90121995	3.31173282405
PLAC9	chr10_81892257	5.74640836783
MBNL2	chr13_97874542	2.45779436156
MPHOSPH10	chr2_71357443	1.71772792491
IQCF2	chr3_51895644	7.51638873076
AKR1C3	chr10_5090957	3.72986057566
CHD1	chr5_98262238	2.31022026568
MTHFSD	chr16_86588809	2.90103335092
NEO1	chr15_73344824	0.974220599276
HES5	chr1_2461684	2.82973239111
DEFB128	chr20_170322	5.12139069126
ALDH4A1	chr1_19229293	2.04449297418
KCNV2	chr9_2717525	7.27285478955
FKBP8	chr19_18654406	0.838928676953
TNIP1	chr5_150460645	1.40027639909
UBTF	chr17_42298250	2.08034193639
TOP2B	chr3_25705863	1.9138892208
IGSF21	chr1_18434239	3.80929576225
SLC35F5	chr2_114514270	0.613391815326
CFHR1	chr1_196788860	4.37328346226
KRT18	chr12_53342654	2.56231249165
LIMA1	chr12_50677353	1.62951224903
LYZ	chr12_69742133	3.63438068481
TMEM203	chr9_140100090	1.29817028509
PATE2	chr11_125648714	6.44928107936
NTRK3	chr15_88799962	4.18855380209
SCN7A	chr2_167343481	3.60607499887
OLFM3	chr1_102462790	2.78985005166
TSEN54	chr17_73512608	0.60697746785
SLC26A5	chr7_103086624	3.84459207932
FBXW12	chr3_48413708	5.18989723035
MNX1	chr7_156803347	3.55840659897
PPP1R15B	chr1_204380945	2.78421046671
PSMB2	chr1_36107152	2.04708605573
DSEL	chr18_65183967	0.959440193352
FAM198A	chr3_43020758	4.22559337146
IGSF10	chr3_151158578	3.67553789913
NRG2	chr5_139422884	3.51006714392
BARHL2	chr1_91182794	3.4475549652
C15orf27	chr15_76352298	0.882009457007
ICOS	chr2_204801470	3.90126221469
MATK	chr19_3786415	1.47162109766
ATP2C2	chr16_84402128	3.55907573029
CHID1	chr11_915058	4.35023287894
EEPD1	chr7_36192835	2.03728102068
EGFLAM	chr5_38403633	6.28869102428
CCNA2	chr4_122745088	2.47992047891
CMTM3	chr16_66638227	5.0723159722
SLC26A11	chr17_78194199	2.5829966253
RAB13	chr1_153958853	0.689756319619
ATP8A2	chr13_25946208	2.88753707543
ASTN2	chr9_120177317	2.79819556693
EYA1	chr8_72274467	3.88646602363
BAZ2B	chr2_160473112	2.57823980246
SLC16A1	chr1_113498685	4.53939249069
NPSR1	chr7_34697896	5.72304897411
SLC1A7	chr1_53608304	7.45767793529
RALGDS	chr9_136004788	4.97923545411
MAPK7	chr17_19281033	2.82504709942
FANCD2	chr3_10068112	0.937255042445
HIST1H2AJ	chr6_27782518	3.15740458377
ZNF474	chr5_121465207	2.91166074658
TM4SF19	chr3_196065291	5.5929088936
HOMER1	chr5_78809659	4.00148445073
TNNI2	chr11_1860232	4.24022461274
C8A	chr1_57320442	4.63994971039
SPEG	chr2_220299699	4.25027304568
ECH1	chr19_39322497	1.09874110491
ITPA	chr20_3190133	4.51923930089
RAPH1	chr2_204400058	2.40190495555
TNIP1	chr5_150444692	5.29479513405
OR4K14	chr14_20483352	4.43540318251
S100A6	chr1_153508717	2.5068950311
GBX2	chr2_237076652	3.94317209323
SLC25A16	chr10_70287280	1.13276614932
CBLC	chr19_45281125	2.35706098639
GH1	chr17_61996212	4.64627698875
EPHA3	chr3_89156673	4.06281915235
TRAPPC9	chr8_141468678	2.86734157921
PLD1	chr3_171528284	4.16699400241
SRI	chr7_87849399	1.22969276858
JAGN1	chr3_9932270	0.791016667028
ST8SIA5	chr18_44337132	3.04248335078
SLC30A5	chr5_68389775	0.700143061058
TFG	chr3_100428385	2.17725436626
PARP8	chr5_49962771	1.13564967107
RBBP4	chr1_33116748	1.70222762326
SEC14L3	chr22_30868034	6.7725511153
CUL9	chr6_43149921	2.29231287638
LRRC26	chr9_140064491	3.21013266714
LRP4	chr11_46940173	2.19677096604
ANKRD20A3	chr9_43133510	5.63460600409
ZNF438	chr10_31320866	1.48187475344
FAM69B	chr9_139607023	0.0585046167093
ADCK2	chr7_140372952	3.5692906988
AGXT	chr2_241808161	6.51892977307
RNF38	chr9_36400920	1.22539115761
SUN5	chr20_31592239	5.12370909103
SOCS2	chr12_93963597	1.71263991196
CRIP2	chr14_105941111	0.788617824539
TSLP	chr5_110407389	6.18677998058
VARS2	chr6_30881984	0.72631880796
MYH8	chr17_10325267	5.1155018076
GLRB	chr4_157997276	1.74625714828
BCL9L	chr11_118781613	5.67901672769
MTFMT	chr15_65321977	2.22047974049
ELMO1	chr7_37025871	5.6079349239
TMED1	chr19_10946983	1.46491194072
NAA40	chr11_63706802	0.951221491425
SUSD3	chr9_95820969	1.11177729173
WIPI2	chr7_5253899	3.18416945312
VPS54	chr2_64246214	1.89459085149
NDUFA12	chr12_95397489	2.65134513891
AIMP1	chr4_107237663	1.8970042918
NBPF7	chr1_120387503	7.83241147608
CFHR4	chr1_196857143	4.25966826304
ZBTB1	chr14_64971291	2.83261584768
BSCL2	chr11_62477091	1.33369912289
FZD4	chr11_86666440	3.76952471438
RBP1	chr3_139258671	2.67185994174
PRH1	chr12_11324222	2.44961138518
CCNK	chr14_99947738	0.363425802826
MTHFR	chr1_11866160	1.38711608158
CXADR	chr21_18885223	4.43040895507
FAM65B	chr6_24936280	3.53637511124
C6orf47	chr6_31628549	2.74069128845
AGBL3	chr7_134671258	2.67810272591
PARP6	chr15_72563628	3.07538422328
SEC23B	chr20_18488606	2.52786168792
OR52B2	chr11_6191556	5.64451630709
KRTAP20-2	chr21_32007582	4.94260242253
ZMYM1	chr1_35525386	5.10944473007
KLHL3	chr5_137056999	5.60472764852
SARS2	chr19_39421536	0.797895326181
UXS1	chr2_106810795	1.03488451524
FKBP11	chr12_49318664	5.05372785138
PHLDB1	chr11_118477212	5.47726720237
ATP2B4	chr1_203595914	1.12893832881
ENAM	chr4_71494460	2.86732003967
SHISA4	chr1_201857796	3.49862676981
RLN1	chr9_5339873	4.46237622559
ZMAT5	chr22_30162969	2.68009246397
CCDC103	chr17_42977079	0.748578188751
MFSD10	chr4_2935964	4.31383899617
GRB10	chr7_50772998	4.34300311417
MLH3	chr14_75518235	1.36762155523
PODN	chr1_53527884	3.21335938848
IFI44L	chr1_79086066	4.85888188851
TMEM184A	chr7_1596066	3.65732473163
GOT2	chr16_58768261	2.77519998323
PHPT1	chr9_139743267	3.47948509903
AANAT	chr17_74463629	5.86923146225
FBXO18	chr10_5931534	3.51271591344
KIAA0195	chr17_73452663	0.3155213269
ASL	chr7_65540775	1.0412269178
NKAIN2	chr6_124124990	0.688809317703
CHST8	chr19_34112872	2.3679498467
TYW1	chr7_66461791	0.701821458407
DDX6	chr11_118661657	1.12172677425
ATP2A2	chr12_110719031	0.292750885894
ZFP1	chr16_75182420	0.641749292276
CISD1	chr10_60028861	0.659853257515
TINAGL1	chr1_32043745	5.98082594792
FAR1	chr11_13690205	1.32048217869
PIK3CG	chr7_106505923	6.00802114355
GJC1	chr17_42908179	4.29955486591
IFIH1	chr2_163175218	2.10412053677
DPM2	chr9_130700763	4.25042990543
UNC80	chr2_210636716	4.35748090932
ADAMTSL1	chr9_18474078	4.47323168861
AMPD3	chr11_10476665	4.74573962576
PRKAR1A	chr17_66508519	1.51946350458
WISP3	chr6_112375370	4.09357341112
PPRC1	chr10_103892750	0.559927701914
GALC	chr14_88460009	3.14248285128
UBQLN1	chr9_86323168	1.01375800991
NBEA	chr13_35516423	1.99822809795
RASSF8	chr12_26111963	1.16497456187
PPFIA2	chr12_81763193	4.46515313016
PITX2	chr4_111544254	4.24845637234
COPS6	chr7_99686582	1.24560624546
LRP1	chr12_57522281	1.10003920129
KRT75	chr12_52828110	5.27226773943
GPRC5C	chr17_72427666	3.70871254585
PF4	chr4_74847841	4.56785543396
MYLIP	chr6_16129316	0.355378863336
IFI6	chr1_27998724	4.17829647003
C11orf68	chr11_65686531	0.984983766745
TNIP1	chr5_150460649	1.30602702607
POLR1E	chr9_37485931	1.01627189975
KIAA1462	chr10_30348488	1.92803059318
HTATIP2	chr11_20385230	2.95483366226
NAP1L5	chr4_89619023	3.39676085362
F2RL2	chr5_75919238	4.88652669901
LCE1B	chr1_152784446	4.42337306004
ACTL8	chr1_18081807	4.28925826034
NPM3	chr10_103543170	4.42605240372
WNT10B	chr12_49365641	3.16662947364
GABRA5	chr15_27112272	3.091037007
ZNF160	chr19_53606687	2.90602467975
ZBTB20	chr3_114790261	3.92472690925
GRID2	chr4_93225549	4.270506244
CYP2R1	chr11_14913751	3.77780693196
SLC45A4	chr8_142264728	5.2477091207
OR4B1	chr11_48238361	6.01263541615
IFNAR2	chr21_34602199	2.2803549635
RPP25	chr15_75249775	2.17134746233
FAM179B	chr14_45431392	0.427049131607
PDE4A	chr19_10563632	1.8521024306
DRD3	chr3_113918254	9.42418992405
NSUN7	chr4_40751913	4.14816646276
ZNF596	chr8_182549	3.41534065007
SNX10	chr7_26403944	2.8373553854
NEU2	chr2_233897381	3.26119404563
CRNN	chr1_152386750	3.95844488387
CEP290	chr12_88535993	1.97971014244
CNOT2	chr12_70637493	1.66720002843
TDGF1	chr3_46616044	5.00849900853
