Gene	TSS	Coverage
FAM171B	chr2_187558788	8.76006672811
DDT	chr22_24322019	6.16429706687
NR2C2	chr3_14989090	3.74140710992
OPCML	chr11_132813037	10.1739820337
ENO1	chr1_8939151	4.97737652792
TAF12	chr1_28969604	4.4873314345
TTC1	chr5_159436106	3.64517972995
PRSS3	chr9_33795558	12.9962038848
RTF1	chr15_41709301	3.32014084278
MYL12A	chr18_3252210	14.8905649472
ATP6V1G1	chr9_117349993	3.90651200882
TINF2	chr14_24711880	5.72804082597
ZNF467	chr7_149470295	8.71388909368
SPATA13	chr13_24844824	11.4289203399
OR1F1	chr16_3254246	15.2915134651
MXI1	chr10_111967362	8.49956274147
ARL4D	chr17_41476352	4.62592033039
FERD3L	chr7_19185044	13.2244032909
ZNF131	chr5_43121609	2.90756814619
TTI1	chr20_36661870	9.10074304879
LRRC52	chr1_165513477	5.84245825612
RANBP2	chr2_109335936	7.31135471747
SPDYE2	chr7_102290771	13.6143207485
ELAVL4	chr1_50571936	16.5300581603
RNF166	chr16_88770025	6.44223559663
ZNF775	chr7_150076405	3.46745312944
ATF5	chr19_50431958	11.0749697881
RANGRF	chr17_8191968	4.07266596989
ATL2	chr2_38603672	7.90534649184
RNF122	chr8_33424646	4.93295040184
GAS8	chr16_90086036	1.6168042207
KRTAP10-11	chr21_46066330	11.7658919428
SLC12A5	chr20_44657820	6.61740621789
CNTN3	chr3_74570291	11.0845259344
HS3ST1	chr4_11430537	10.7359689976
OR5AK2	chr11_56756388	14.8184905196
CTSO	chr4_156875048	7.73614733793
CCNH	chr5_86708721	7.76537344293
PPFIBP2	chr11_7626964	18.0724550326
PDS5B	chr13_33160563	4.08647980456
TNFRSF14	chr1_2487803	7.33584556933
IFI30	chr19_18284589	7.00203205712
OSGIN2	chr8_90914095	9.21875818482
NOB1	chr16_69788871	8.23779317194
CRYGB	chr2_209010877	13.9465928571
ABCA2	chr9_139922740	0.426307998221
ATP8B3	chr19_1812275	2.81283205305
TNS1	chr2_218808796	9.95667662393
FGR	chr1_27952751	8.93158448723
DKK1	chr10_54074040	7.41451811522
CDK15	chr2_202671301	15.6711349035
FGD4	chr12_32654976	13.6889182602
FRMD6	chr14_52118575	1.9795625344
EBF1	chr5_158526788	14.1923416658
RAB18	chr10_27793102	8.85936125676
OR6K6	chr1_158724605	13.6384793318
KCNJ9	chr1_160051359	13.478309117
STMN1	chr1_26232993	7.68231141586
C11orf57	chr11_111944967	8.51137186172
ENO3	chr17_4854383	7.41360843073
PABPC1	chr8_101734315	3.57064372947
CIB1	chr15_90808991	5.68098403394
KRTAP5-2	chr11_1619524	10.0123980078
ERBB2	chr17_37844336	10.2476985097
EXOSC7	chr3_45017740	1.20816271258
SETMAR	chr3_4344987	9.69010269472
LTBP1	chr2_33359663	13.1381997118
CMTM3	chr16_66638633	4.03338650305
PABPC4	chr1_40042521	7.07327534965
EMILIN1	chr2_27301434	6.69811365451
YEATS4	chr12_69753489	8.11169189606
OMP	chr11_76813885	12.5084241096
MAPK11	chr22_50708822	2.75795786545
ACTR3B	chr7_152456833	2.53336371498
ST3GAL3	chr1_44173203	4.04588204768
TMEM100	chr17_53809482	8.93650168415
RAB27A	chr15_55563107	14.1007617982
C1orf54	chr1_150245182	10.5323445816
C10orf99	chr10_85933553	14.8179918613
USP6NL	chr10_11574279	15.7183254017
NCAM2	chr21_22370632	6.5361989465
NUP35	chr2_183989082	4.65389447045
SERPINB11	chr18_61369537	13.4767701648
SOCS2	chr12_93964174	6.8302254495
LGALS14	chr19_40194945	16.9224683151
CHRND	chr2_233390869	8.88264066133
HIRA	chr22_19419219	1.38687617793
KLHL3	chr5_137042116	13.8814111868
LIMS2	chr2_128405828	14.740306604
ATP6V0B	chr1_44440319	11.2360775836
OR7C2	chr19_15052300	15.2868791476
PHLDA1	chr12_76425556	6.94146330838
RAB32	chr6_146864827	3.4840475362
ZNRD1	chr6_30029016	4.89254852263
CCT6B	chr17_33288528	5.02678219734
IGSF9B	chr11_133826649	7.74512294255
PRKACB	chr1_84543657	9.01234584402
FBRSL1	chr12_133067156	1.88360352445
RAB42	chr1_28919006	8.83169050639
ZNF577	chr19_52391229	9.83065341184
CREG1	chr1_167523056	4.36459851119
STON1-GTF2A1L	chr2_48796158	12.2757513045
NR2F2	chr15_96874110	10.1968106584
FBXO7	chr22_32870706	4.39227493558
SIRT4	chr12_120740123	4.9122084801
PDHA2	chr4_96761238	11.1005321024
AEBP2	chr12_19593514	6.68145408552
MRPL55	chr1_228297013	6.86921946807
ATF6	chr1_161736033	9.0674952135
COMMD9	chr11_36310999	7.25377192302
PRKRIP1	chr7_102036803	3.43617984203
TECR	chr19_14640378	2.88277044998
CXCL2	chr4_74964997	10.6421149392
TSPYL4	chr6_116575261	6.47522200367
DEDD2	chr19_42721944	2.80216240677
AMMECR1L	chr2_128642434	11.1480419099
NAPA	chr19_48018515	0.873678012757
TSHR	chr14_81421868	5.66250512957
PLAGL1	chr6_144385735	5.49402232337
SMC2	chr9_106856830	8.88824094467
SARS	chr1_109756514	6.22885081297
SSR3	chr3_156272989	6.10081218735
HCK	chr20_30639990	6.49425799052
RSPRY1	chr16_57220195	2.82376545048
C1QTNF7	chr4_15341559	15.9271927995
NRXN3	chr14_78870073	12.9385733484
FAM69C	chr18_72124503	2.22931889131
GART	chr21_34914464	5.29218678827
ZNF566	chr19_36980463	12.0539153467
TRPM3	chr9_73736514	12.0739667183
CSTF2T	chr10_53459355	8.31845862897
PRR5	chr22_45064426	8.17958382789
STT3B	chr3_31573992	2.49781440577
DTNB	chr2_25875529	14.8947437467
KLC3	chr19_45843997	13.4517409749
RNASE1	chr14_21270558	15.2052804899
OR4K1	chr14_20403766	20.3897404891
FGF18	chr5_170846666	8.47967260241
ZNF555	chr19_2841432	2.51245360576
YWHAG	chr7_75988342	3.68767520795
ZNF761	chr19_53935226	3.51705121648
SMAD3	chr15_67458492	15.8854784554
STOML1	chr15_74284689	4.58333882357
TP53I11	chr11_44971759	9.02212197739
SLC38A1	chr12_46663208	9.7478099751
SIX1	chr14_61116155	7.31970753046
DNAJC14	chr12_56223420	4.07381592508
RTKN	chr2_74669060	13.6758266851
C1QTNF9B	chr13_24471145	12.5461979513
PTGER4	chr5_40680031	3.74737545055
GRHPR	chr9_37422706	3.28389094587
PPEF2	chr4_76823681	13.4788605122
RFX7	chr15_56535483	5.46814630653
CALHM2	chr10_105212162	10.8726081546
IL3	chr5_131396346	11.0942059107
C21orf58	chr21_47738134	11.6627411602
SLC16A3	chr17_80193649	8.57365789629
SDCBP2	chr20_1294317	7.77180293189
SLC7A7	chr14_23289020	9.01786563101
RHBG	chr1_156338979	13.9080496639
CRYGA	chr2_209028297	11.8707723795
PSMD11	chr17_30771480	4.19045560793
KLHL8	chr4_88141420	4.70257091954
CUX1	chr7_101459183	2.12866935855
TNFAIP8L1	chr19_4639526	0.736527495386
ANKRD37	chr4_186317839	3.08291358736
CXCR2	chr2_218990012	13.2405642459
VEZT	chr12_95611521	3.09352047124
PEX11B	chr1_145516164	5.3584343268
SRSF8	chr11_94800040	9.02025931533
ADCK4	chr19_41222790	5.24561961318
EN1	chr2_119605759	8.52809295485
ZNF219	chr14_21572863	6.80580298014
DEFB130	chr8_11929256	9.3739905354
BAAT	chr9_104145801	12.605669092
HRH1	chr3_11267668	11.4616022733
KRTAP6-2	chr21_31971193	15.1734041153
UBASH3A	chr21_43823970	11.3945253989
TMEFF1	chr9_103235519	4.13879041394
TARS	chr5_33440881	6.97251778746
WNK2	chr9_95947211	8.71174456863
ABCG1	chr21_43640007	7.96295570027
THRA	chr17_38219067	3.40876073729
CHRNA7	chr15_32322685	2.78732208728
RTN4IP1	chr6_107077373	6.43694825727
IRF5	chr7_128580723	9.08260426864
KCTD3	chr1_215740734	7.27293431526
SPRR3	chr1_152974222	14.9247411195
CLEC4G	chr19_7797057	9.73476192263
TCL1B	chr14_96152753	2.60777534653
ARL9	chr4_57371374	10.745823682
LYZL4	chr3_42452094	15.7245600465
JMJD1C	chr10_65225761	7.24124328681
GRM5	chr11_88781240	11.0203575388
SEMA7A	chr15_74726299	5.89082285274
SEH1L	chr18_12947982	1.00935100138
KCTD14	chr11_77757237	9.07517247902
MYNN	chr3_169490852	5.77407281299
AP1M1	chr19_16308664	5.57668202005
RBBP8	chr18_20513838	4.18511390817
OR2B11	chr1_247615284	13.5459585172
TCP10L	chr21_33957845	12.6485755518
WDR64	chr1_241815579	15.0706325768
TTLL6	chr17_46894469	10.964290681
RAB30	chr11_82745611	11.6746470589
TWISTNB	chr7_19748660	7.15780915719
CTBP2	chr10_126716453	13.5470012259
NDUFS5	chr1_39491966	8.92267317247
C4BPB	chr1_207262186	18.0406252267
SET	chr9_131447364	10.1326519955
HPS4	chr22_26879829	3.826743188
RBL1	chr20_35724403	7.2885363806
TLR3	chr4_186990308	14.1660576831
OR7G2	chr19_9213982	16.1879039925
NUMA1	chr11_71791739	2.30239177079
CTBP1	chr4_1242908	0.0878586271718
ELMO1	chr7_37024717	11.7577541597
KRT78	chr12_53242778	15.1981983483
OR4K2	chr14_20344426	19.1665687852
ASPRV1	chr2_70189397	6.98587437314
NBPF3	chr1_21766582	10.0599150018
IL17A	chr6_52051184	10.4835618749
ZNF461	chr19_37157755	8.40648722031
S100A14	chr1_153588808	12.0660063512
HIST1H2AC	chr6_26124372	2.23962148978
ZFP3	chr17_4981753	8.02397291876
DPF2	chr11_65101224	8.14733099449
NELL2	chr12_45269444	13.2032164501
WHSC1L1	chr8_38239790	4.12158580993
PDE3A	chr12_20724797	16.1497686107
CITED2	chr6_139695350	8.03400731138
KIAA1324	chr1_109656584	9.60585072679
FAP	chr2_163100045	15.062737536
OR51A4	chr11_4968330	12.1945419749
ZKSCAN1	chr7_99613194	3.46789842518
CRISPLD1	chr8_75912388	12.2240184655
ATM	chr11_108093558	3.16880077443
NLRC4	chr2_32490812	11.3683391841
ETV4	chr17_41623800	3.47925901557
SS18	chr18_23671181	10.8837030779
P2RX2	chr12_133195365	9.11130057325
KCNK10	chr14_88789593	10.8146115439
STK32C	chr10_134121477	3.38497061635
EDNRA	chr4_148402068	14.3722776342
IGFBP7	chr4_57976551	6.85043075309
DZIP1	chr13_96296960	6.34609239824
COL8A1	chr3_99357439	10.7004449759
CCDC126	chr7_23636997	2.06296948693
TBC1D1	chr4_38121574	14.3365608101
VGF	chr7_100808852	7.35533921717
PPP2R2D	chr10_133747959	17.5455259449
MC2R	chr18_13915706	16.849584765
FAM120AOS	chr9_96215874	9.7610583402
SERF2	chr15_44084039	7.93577374148
LNPEP	chr5_96271345	6.12712127004
GSTCD	chr4_106629940	4.12889873014
MNDA	chr1_158801167	10.5240685401
AKT3	chr1_244006584	12.5007130821
ZKSCAN4	chr6_28220074	7.0979127253
SDC1	chr2_20424927	6.41869042252
BRD1	chr22_50219548	10.971099229
KLK6	chr19_51472929	9.08483071802
MSH6	chr2_48011093	1.01090264126
GDPD4	chr11_76998463	14.0406994317
PDCD10	chr3_167452651	6.67734942155
ATP1A3	chr19_42498428	8.71902244438
GDNF	chr5_37834924	9.60459706388
FCGRT	chr19_50015535	8.14231208678
B4GALT2	chr1_44444873	3.23372524621
TLCD1	chr17_27053230	6.28614589009
TRAPPC2L	chr16_88923505	3.3353162991
FER	chr5_108083522	7.45713434133
NAB2	chr12_57482676	1.65458883964
BCAS3	chr17_58755171	4.06552720395
LCE4A	chr1_152681522	10.6047069628
NDUFS4	chr5_52856464	9.5025255069
TARDBP	chr1_11072678	5.30028105747
HHAT	chr1_210502639	9.77318128078
PITX3	chr10_104001231	7.93787927519
TOMM20	chr1_235292256	4.12467222192
GCAT	chr22_38203911	3.58797695518
GNG8	chr19_47137939	5.27403190628
UNC13A	chr19_17799008	10.5693730324
RPS5	chr19_58898635	1.76387067088
PARL	chr3_183602693	6.09032969218
HOOK3	chr8_42752032	0.751540801961
LGALS8	chr1_236681513	13.7358858303
RPL32	chr3_12883081	3.3652606612
DNAJC8	chr1_28559542	2.68880899555
CDH11	chr16_65156040	5.42554911735
SPCS2	chr11_74660291	4.06656851903
TERF2IP	chr16_75681634	2.98428069909
CNKSR3	chr6_154831753	12.6137687987
MAP7	chr6_136871957	8.61507237028
DNMT3A	chr2_25475184	2.89580874166
NDUFA4L2	chr12_57634475	7.80523565748
LEF1	chr4_109090112	11.0256457048
SLAIN1	chr13_78273015	8.93054729356
PCDHB12	chr5_140588290	14.0894142701
GLIPR1L2	chr12_75784849	3.77694372354
CD302	chr2_160654766	5.92495493107
ATP5J2	chr7_99063824	4.53473874373
OR10A6	chr11_7950209	14.8470670565
RILPL1	chr12_124018265	0.0175615207743
CSRP1	chr1_201476387	6.59666185948
CPA4	chr7_129932973	14.3757776173
BOC	chr3_112931343	10.4458385602
MED27	chr9_134955274	9.91769745597
ANKMY2	chr7_16685442	4.14030137524
YIPF4	chr2_32502957	3.57704011523
ACSS3	chr12_81471808	11.1206180619
ARAP1	chr11_72463434	5.65164677376
PDXDC1	chr16_15068819	9.26643182244
AMH	chr19_2249112	10.036047554
RHOBTB2	chr8_22853360	12.1828449757
H1FOO	chr3_129267227	11.0462248697
SNUPN	chr15_75918719	9.19168417229
NOXA1	chr9_140317846	2.81958973202
DNAJB5	chr9_34990266	6.83935502763
ENC1	chr5_73937249	7.43468260456
DENND3	chr8_142138719	3.1592667063
TREML1	chr6_41122087	10.8871411335
TDP1	chr14_90422245	2.57522336578
ARHGEF26	chr3_153839148	5.38142183845
RNF38	chr9_36400296	8.41928956005
CCL18	chr17_34391631	16.0550846035
RREB1	chr6_7108085	9.00794132326
POC5	chr5_75008280	12.3547965893
ZFP28	chr19_57050316	1.62133566717
NEK9	chr14_75593778	6.77117736478
ABCB10	chr1_229694442	6.8442793559
CELA1	chr12_51740463	12.948166225
CACNA1S	chr1_201081694	9.83629057022
PSMB11	chr14_23511375	10.178915831
CBLN3	chr14_24898731	6.01073253854
HIST1H2BC	chr6_26124132	5.98182228189
PLBD2	chr12_113796370	3.815751972
ATXN1	chr6_16761721	2.03149585441
SERINC3	chr20_43150726	8.76862549207
MRGPRD	chr11_68748455	16.1945497979
CD59	chr11_33744273	15.0309754621
GAS2L1	chr22_29702984	6.36544177701
ACAD8	chr11_134123433	4.48572300821
TEK	chr9_27109138	12.8599396935
LARS	chr5_145562294	5.0050663345
PDCD4	chr10_112631552	3.37482638264
RPS26	chr12_56435685	2.86047562108
CACNA1B	chr9_140772240	5.53584217088
SFXN3	chr10_102790995	6.52673257805
SKP2	chr5_36152144	3.05224083307
GLI4	chr8_144349606	3.50600552194
ANAPC10	chr4_146019693	10.1322377954
MCCC1	chr3_182817375	6.78566853828
TRIAP1	chr12_120884215	5.06843118894
NFKB2	chr10_104153866	3.98576345212
ABCA9	chr17_67057136	15.560612407
TSC1	chr9_135820020	7.36895585169
PGC	chr6_41715139	15.3025396949
MLNR	chr13_49794473	7.60901093531
HBA2	chr16_222845	4.07971599478
ACSL5	chr10_114135022	11.4886946804
PPARA	chr22_46546498	0.31542654551
GPR146	chr7_1084208	4.05905088469
PTGFR	chr1_78956727	9.15169405962
MTHFD1L	chr6_151186814	7.51151927441
ACSL6	chr5_131347355	5.89416200662
SLC22A4	chr5_131630144	8.37521316899
KCTD20	chr6_36410543	8.6758838784
C1orf210	chr1_43751288	12.1418790917
HEPHL1	chr11_93754377	13.3494160284
POTEM	chr14_20020272	24.4316312589
AMACR	chr5_34008220	4.39258210648
OR1S2	chr11_57971653	15.741852184
SCAI	chr9_127905838	4.37587296355
TMEM132D	chr12_130388212	10.3577694093
ILVBL	chr19_15236610	7.19896476365
PIGV	chr1_27114453	2.20071896387
GABARAPL1	chr12_10365488	2.3206309573
CTSD	chr11_1785222	1.57383154839
CLUAP1	chr16_3559893	14.7561782882
ZEB1	chr10_31610063	7.68633250984
COPG2	chr7_130353598	6.26299758413
IL10	chr1_206945839	14.1941604747
HIST1H2BF	chr6_26199786	4.70532464415
GJD3	chr17_38520945	7.59531492662
MSH6	chr2_48010220	2.99029242835
KLF12	chr13_74708066	5.36505659865
DCLRE1B	chr1_114447914	2.67857452036
ATF4	chr22_39916563	0.663112624084
ORC6	chr16_46723557	2.88117364261
NDST2	chr10_75571589	3.91350142678
GPR107	chr9_132815984	9.98998882058
AICDA	chr12_8765442	13.6434401264
PLEKHG5	chr1_6580121	13.4799034604
ABHD3	chr18_19284766	4.39554385174
MBNL2	chr13_97874549	7.39604592714
RRAGD	chr6_90121995	8.79600280778
PLAC9	chr10_81892257	13.4631112836
MBNL2	chr13_97874542	7.64705895813
MPHOSPH10	chr2_71357443	2.17379414117
IQCF2	chr3_51895644	15.0790044127
AKR1C3	chr10_5090957	21.3646226729
CHD1	chr5_98262238	14.4147264295
MTHFSD	chr16_86588809	4.05656433021
NEO1	chr15_73344824	3.78140337781
HES5	chr1_2461684	9.10278511676
DEFB128	chr20_170322	13.0833999673
ALDH4A1	chr1_19229293	7.35834221497
KCNV2	chr9_2717525	12.5184732335
FKBP8	chr19_18654406	3.8356595682
TNIP1	chr5_150460645	7.08481065601
UBTF	chr17_42298250	4.95918923078
TOP2B	chr3_25705863	6.0525254704
IGSF21	chr1_18434239	4.30232839345
SLC35F5	chr2_114514270	3.53569359654
CFHR1	chr1_196788860	14.5078996287
KRT18	chr12_53342654	10.274576036
LIMA1	chr12_50677353	7.76680343178
LYZ	chr12_69742133	10.3587076719
TMEM203	chr9_140100090	5.13956922655
PATE2	chr11_125648714	16.4574906559
NTRK3	chr15_88799962	13.9500686719
SCN7A	chr2_167343481	14.0856763062
OLFM3	chr1_102462790	10.7480862909
TSEN54	chr17_73512608	2.07381150614
SLC26A5	chr7_103086624	6.70551220897
FBXW12	chr3_48413708	17.6016198126
MNX1	chr7_156803347	9.74008971135
PPP1R15B	chr1_204380945	5.42163257785
PSMB2	chr1_36107152	8.77785956518
DSEL	chr18_65183967	2.84974254503
FAM198A	chr3_43020758	13.6547187515
IGSF10	chr3_151158578	14.2841467479
NRG2	chr5_139422884	5.81928154555
BARHL2	chr1_91182794	9.07267991777
C15orf27	chr15_76352298	1.74912307903
ICOS	chr2_204801470	16.2956079996
MATK	chr19_3786415	5.07338854446
ATP2C2	chr16_84402128	15.3170135101
CHID1	chr11_915058	11.6357433577
EEPD1	chr7_36192835	4.52726750886
EGFLAM	chr5_38403633	16.4291714668
CCNA2	chr4_122745088	5.89955412027
CMTM3	chr16_66638227	7.82930648965
SLC26A11	chr17_78194199	6.61406664523
RAB13	chr1_153958853	4.41025874701
ATP8A2	chr13_25946208	8.31802741138
ASTN2	chr9_120177317	8.37202719091
EYA1	chr8_72274467	11.4411227612
BAZ2B	chr2_160473112	10.4660295437
SLC16A1	chr1_113498685	11.674533782
NPSR1	chr7_34697896	15.2927294389
SLC1A7	chr1_53608304	15.1819363867
RALGDS	chr9_136004788	13.3231290555
MAPK7	chr17_19281033	7.46714917529
FANCD2	chr3_10068112	2.25689046309
HIST1H2AJ	chr6_27782518	9.80540026784
ZNF474	chr5_121465207	14.7977942318
TM4SF19	chr3_196065291	15.0878047108
HOMER1	chr5_78809659	8.75351230025
TNNI2	chr11_1860232	10.4999792738
C8A	chr1_57320442	15.8736063373
SPEG	chr2_220299699	11.3135670908
ECH1	chr19_39322497	3.91024183758
ITPA	chr20_3190133	8.88878472121
RAPH1	chr2_204400058	8.68576139544
TNIP1	chr5_150444692	12.5123979819
OR4K14	chr14_20483352	13.1628328666
S100A6	chr1_153508717	8.61136376768
GBX2	chr2_237076652	8.53126252821
SLC25A16	chr10_70287280	4.53849468531
CBLC	chr19_45281125	8.51646647151
GH1	chr17_61996212	10.9429455336
EPHA3	chr3_89156673	16.849364302
TRAPPC9	chr8_141468678	7.39338500558
PLD1	chr3_171528284	9.15121828102
SRI	chr7_87849399	3.55824194222
JAGN1	chr3_9932270	2.6855933611
ST8SIA5	chr18_44337132	7.59230301664
SLC30A5	chr5_68389775	2.89345373771
TFG	chr3_100428385	3.77026760721
PARP8	chr5_49962771	3.65563179545
RBBP4	chr1_33116748	3.20354714985
SEC14L3	chr22_30868034	12.7493505135
CUL9	chr6_43149921	5.35523939932
LRRC26	chr9_140064491	8.46136114869
LRP4	chr11_46940173	3.16534659732
ANKRD20A3	chr9_43133510	16.4469019727
ZNF438	chr10_31320866	3.34238235032
FAM69B	chr9_139607023	1.42006036261
ADCK2	chr7_140372952	7.99283328511
AGXT	chr2_241808161	17.1655345101
RNF38	chr9_36400920	2.90971217029
SUN5	chr20_31592239	13.1800130389
SOCS2	chr12_93963597	4.49412073288
CRIP2	chr14_105941111	4.54306687469
TSLP	chr5_110407389	14.2937273086
VARS2	chr6_30881984	4.0659374365
MYH8	chr17_10325267	16.5353741353
GLRB	chr4_157997276	8.11332642045
BCL9L	chr11_118781613	8.98104681636
MTFMT	chr15_65321977	6.22663111679
ELMO1	chr7_37025871	12.8279168033
TMED1	chr19_10946983	3.87117493457
NAA40	chr11_63706802	2.07941461793
SUSD3	chr9_95820969	4.81850577857
WIPI2	chr7_5253899	10.4098989298
VPS54	chr2_64246214	6.26016074688
NDUFA12	chr12_95397489	6.82842516316
AIMP1	chr4_107237663	5.03372036622
NBPF7	chr1_120387503	20.1625834892
CFHR4	chr1_196857143	14.7962259014
ZBTB1	chr14_64971291	6.29068163136
BSCL2	chr11_62477091	3.20071359841
FZD4	chr11_86666440	10.4438754211
RBP1	chr3_139258671	10.5550861434
PRH1	chr12_11324222	8.74507826799
CCNK	chr14_99947738	1.64206658436
MTHFR	chr1_11866160	2.69768942569
CXADR	chr21_18885223	11.4265194613
FAM65B	chr6_24936280	8.31962686999
C6orf47	chr6_31628549	5.16499899207
AGBL3	chr7_134671258	9.13213931335
PARP6	chr15_72563628	11.7459220981
SEC23B	chr20_18488606	3.80641565263
OR52B2	chr11_6191556	15.4659895755
KRTAP20-2	chr21_32007582	12.4168965608
ZMYM1	chr1_35525386	20.6285026399
KLHL3	chr5_137056999	20.6206526826
SARS2	chr19_39421536	3.19993451014
UXS1	chr2_106810795	2.50680675995
FKBP11	chr12_49318664	12.3122875815
PHLDB1	chr11_118477212	11.4012126459
ATP2B4	chr1_203595914	6.80727493379
ENAM	chr4_71494460	15.9609149904
SHISA4	chr1_201857796	10.5574473306
RLN1	chr9_5339873	7.79805226339
ZMAT5	chr22_30162969	8.4030622532
CCDC103	chr17_42977079	6.29639156081
MFSD10	chr4_2935964	5.57739586996
GRB10	chr7_50772998	12.6454628444
MLH3	chr14_75518235	5.83896618009
PODN	chr1_53527884	6.77123317599
IFI44L	chr1_79086066	14.1264253566
TMEM184A	chr7_1596066	13.8629921471
GOT2	chr16_58768261	5.02896123561
PHPT1	chr9_139743267	7.21322227561
AANAT	chr17_74463629	12.5606586749
FBXO18	chr10_5931534	7.05226291691
KIAA0195	chr17_73452663	7.44216349449
ASL	chr7_65540775	3.35144530982
NKAIN2	chr6_124124990	3.37233458914
CHST8	chr19_34112872	6.26797678803
TYW1	chr7_66461791	4.56599219206
DDX6	chr11_118661657	7.50510294387
ATP2A2	chr12_110719031	3.33725103862
ZFP1	chr16_75182420	6.06425686003
CISD1	chr10_60028861	3.68836379804
TINAGL1	chr1_32043745	14.0565408137
FAR1	chr11_13690205	4.96788475274
PIK3CG	chr7_106505923	10.488278164
GJC1	chr17_42908179	10.8291047478
IFIH1	chr2_163175218	5.8380277754
DPM2	chr9_130700763	7.54313763497
UNC80	chr2_210636716	12.0219792692
ADAMTSL1	chr9_18474078	10.4885941345
AMPD3	chr11_10476665	9.65543886586
PRKAR1A	chr17_66508519	4.54739390503
WISP3	chr6_112375370	15.9819334877
PPRC1	chr10_103892750	3.16273384839
GALC	chr14_88460009	10.7605384862
UBQLN1	chr9_86323168	5.15009328124
NBEA	chr13_35516423	3.79561425427
RASSF8	chr12_26111963	2.615091683
PPFIA2	chr12_81763193	13.8142332639
PITX2	chr4_111544254	10.7964166601
COPS6	chr7_99686582	5.98071506863
LRP1	chr12_57522281	5.19863400253
KRT75	chr12_52828110	14.6846040593
GPRC5C	chr17_72427666	10.4011819774
PF4	chr4_74847841	5.38670687991
MYLIP	chr6_16129316	2.19016612566
IFI6	chr1_27998724	9.18646491271
C11orf68	chr11_65686531	3.29266780123
TNIP1	chr5_150460649	7.11375778841
POLR1E	chr9_37485931	4.5774366721
KIAA1462	chr10_30348488	4.64492841332
HTATIP2	chr11_20385230	7.49440899842
NAP1L5	chr4_89619023	8.4514977731
F2RL2	chr5_75919238	12.6009781325
LCE1B	chr1_152784446	14.3928776178
ACTL8	chr1_18081807	13.6929516661
NPM3	chr10_103543170	8.60056323995
WNT10B	chr12_49365641	7.02610962722
GABRA5	chr15_27112272	8.04870400938
ZNF160	chr19_53606687	4.59213687193
ZBTB20	chr3_114790261	15.312537127
GRID2	chr4_93225549	8.62180616445
CYP2R1	chr11_14913751	5.51371546952
SLC45A4	chr8_142264728	14.2673117769
OR4B1	chr11_48238361	14.53815988
IFNAR2	chr21_34602199	2.71740326812
RPP25	chr15_75249775	9.71324883967
FAM179B	chr14_45431392	3.11021039473
PDE4A	chr19_10563632	5.94370965459
DRD3	chr3_113918254	17.036718379
NSUN7	chr4_40751913	10.7792144901
ZNF596	chr8_182549	8.25675793833
SNX10	chr7_26403944	12.1384279709
NEU2	chr2_233897381	12.3994991893
CRNN	chr1_152386750	15.6793172788
CEP290	chr12_88535993	6.8632190176
CNOT2	chr12_70637493	3.56858355669
TDGF1	chr3_46616044	14.2641146066
EBAG9	chr8_110551928	2.66241934673
