Gene	TSS	Coverage
FBRSL1	chr12_133067156	3.22432791439
RAB42	chr1_28919006	6.11403466011
ZNF577	chr19_52391229	5.73956427645
CREG1	chr1_167523056	6.08164303955
STON1-GTF2A1L	chr2_48796158	6.33052733881
NR2F2	chr15_96874110	4.38774558907
FBXO7	chr22_32870706	4.96731676232
SIRT4	chr12_120740123	5.31645804778
PDHA2	chr4_96761238	8.21197332688
AEBP2	chr12_19593514	4.69189003294
MRPL55	chr1_228297013	4.33596267322
ATF6	chr1_161736033	4.05539931549
COMMD9	chr11_36310999	5.48465889822
PRKRIP1	chr7_102036803	4.81052602729
TECR	chr19_14640378	3.12391011945
CXCL2	chr4_74964997	4.79133625294
TSPYL4	chr6_116575261	5.51556865216
DEDD2	chr19_42721944	3.11588261739
AMMECR1L	chr2_128642434	4.88216206973
NAPA	chr19_48018515	2.96495771182
TSHR	chr14_81421868	6.34112811128
PLAGL1	chr6_144385735	5.38509743693
SMC2	chr9_106856830	5.08537692276
SARS	chr1_109756514	4.55177977419
SSR3	chr3_156272989	4.5193765794
HCK	chr20_30639990	5.94887927784
RSPRY1	chr16_57220195	4.02190272585
C1QTNF7	chr4_15341559	7.82111007598
NRXN3	chr14_78870073	8.41589517176
FAM69C	chr18_72124503	5.4835340701
GART	chr21_34914464	4.19266763405
ZNF566	chr19_36980463	4.43571395197
TRPM3	chr9_73736514	6.87615539778
CSTF2T	chr10_53459355	4.87834052837
PRR5	chr22_45064426	5.38173968125
STT3B	chr3_31573992	3.88336609464
DTNB	chr2_25875529	7.94124237652
KLC3	chr19_45843997	4.33382131061
RNASE1	chr14_21270558	6.24841215362
OR4K1	chr14_20403766	12.7287868038
FGF18	chr5_170846666	6.47114226997
ZNF555	chr19_2841432	4.01999400121
YWHAG	chr7_75988342	3.45793901064
ZNF761	chr19_53935226	4.44267878395
SMAD3	chr15_67458492	7.65725958671
STOML1	chr15_74284689	6.67237260577
TP53I11	chr11_44971759	5.10978402546
SLC38A1	chr12_46663208	4.71416765058
SIX1	chr14_61116155	3.78836189429
DNAJC14	chr12_56223420	4.53161192601
RTKN	chr2_74669060	5.35754663602
C1QTNF9B	chr13_24471145	9.79866102452
PTGER4	chr5_40680031	5.54061146165
GRHPR	chr9_37422706	5.75030719313
PPEF2	chr4_76823681	7.50577320913
RFX7	chr15_56535483	3.41322340769
CALHM2	chr10_105212162	6.21345340881
IL3	chr5_131396346	7.27336118737
C21orf58	chr21_47738134	6.56773826733
SLC16A3	chr17_80193649	5.82360104215
SDCBP2	chr20_1294317	6.95641502602
SLC7A7	chr14_23289020	6.30595708582
RHBG	chr1_156338979	7.20395992879
CRYGA	chr2_209028297	6.48831412686
PSMD11	chr17_30771480	5.30376593539
KLHL8	chr4_88141420	5.05437143346
CUX1	chr7_101459183	3.54810140528
TNFAIP8L1	chr19_4639526	4.11840920762
ANKRD37	chr4_186317839	3.9232572401
CXCR2	chr2_218990012	6.98116535649
VEZT	chr12_95611521	3.64856679077
PEX11B	chr1_145516164	3.96151947818
SRSF8	chr11_94800040	5.76289989256
ADCK4	chr19_41222790	4.5214234977
EN1	chr2_119605759	6.28885498386
ZNF219	chr14_21572863	5.56897083806
DEFB130	chr8_11929256	3.86185812177
BAAT	chr9_104145801	8.71503192
HRH1	chr3_11267668	9.63648449185
KRTAP6-2	chr21_31971193	6.71881782748
UBASH3A	chr21_43823970	7.67884255062
TMEFF1	chr9_103235519	5.4833830956
TARS	chr5_33440881	3.83949146116
WNK2	chr9_95947211	5.13638248723
ABCG1	chr21_43640007	4.51926642051
THRA	chr17_38219067	1.99283306515
CHRNA7	chr15_32322685	7.26867288667
RTN4IP1	chr6_107077373	3.7089316273
IRF5	chr7_128580723	7.37473086765
KCTD3	chr1_215740734	4.24205226464
SPRR3	chr1_152974222	8.14990085026
CLEC4G	chr19_7797057	6.00715190147
TCL1B	chr14_96152753	7.05875170188
ARL9	chr4_57371374	7.449788958
LYZL4	chr3_42452094	9.39229547386
JMJD1C	chr10_65225761	4.71595646335
GRM5	chr11_88781240	9.79709038229
SEMA7A	chr15_74726299	5.60022499697
SEH1L	chr18_12947982	3.62437952951
KCTD14	chr11_77757237	5.38580979949
MYNN	chr3_169490852	3.75022098264
AP1M1	chr19_16308664	3.65997470796
RBBP8	chr18_20513838	5.4600192587
OR2B11	chr1_247615284	6.69817042317
TCP10L	chr21_33957845	7.38095833824
WDR64	chr1_241815579	7.7580095761
TTLL6	chr17_46894469	6.72106424839
RAB30	chr11_82745611	8.73582926994
TWISTNB	chr7_19748660	4.92629414765
CTBP2	chr10_126716453	6.84242376876
NDUFS5	chr1_39491966	6.54766896351
C4BPB	chr1_207262186	7.13701194229
SET	chr9_131447364	5.22762665936
HPS4	chr22_26879829	5.24947901769
RBL1	chr20_35724403	4.81520002532
TLR3	chr4_186990308	8.55908520205
OR7G2	chr19_9213982	8.01156436954
NUMA1	chr11_71791739	3.52852796999
CTBP1	chr4_1242908	3.16378180924
ELMO1	chr7_37024717	7.04740491155
KRT78	chr12_53242778	10.7527318385
OR4K2	chr14_20344426	10.9110856603
ASPRV1	chr2_70189397	5.97964432132
NBPF3	chr1_21766582	5.31649476737
IL17A	chr6_52051184	8.73389902517
ZNF461	chr19_37157755	3.8681394221
S100A14	chr1_153588808	5.46515911447
HIST1H2AC	chr6_26124372	3.33812287646
ZFP3	chr17_4981753	6.40014157581
DPF2	chr11_65101224	3.32084843472
NELL2	chr12_45269444	6.49880925556
WHSC1L1	chr8_38239790	2.6392306017
PDE3A	chr12_20724797	7.85077753525
CITED2	chr6_139695350	2.60858599487
KIAA1324	chr1_109656584	4.76998026325
FAP	chr2_163100045	7.9803745727
OR51A4	chr11_4968330	7.78315669231
ZKSCAN1	chr7_99613194	4.1311235944
CRISPLD1	chr8_75912388	6.54096178701
ATM	chr11_108093558	3.43062158352
NLRC4	chr2_32490812	8.41896784702
ETV4	chr17_41623800	4.98868732561
SS18	chr18_23671181	5.0423862542
P2RX2	chr12_133195365	6.04121261057
KCNK10	chr14_88789593	6.88772904979
STK32C	chr10_134121477	4.46756476099
EDNRA	chr4_148402068	6.99839272785
IGFBP7	chr4_57976551	6.8498165791
DZIP1	chr13_96296960	7.25145053337
COL8A1	chr3_99357439	8.15981760134
CCDC126	chr7_23636997	5.41889069604
TBC1D1	chr4_38121574	6.06266151289
VGF	chr7_100808852	5.10139443575
PPP2R2D	chr10_133747959	8.06231653548
MC2R	chr18_13915706	7.41799934026
FAM120AOS	chr9_96215874	4.69982008356
SERF2	chr15_44084039	3.42565184438
LNPEP	chr5_96271345	3.44172350212
GSTCD	chr4_106629940	4.90085435571
MNDA	chr1_158801167	8.25722396272
AKT3	chr1_244006584	7.46450469003
ZKSCAN4	chr6_28220074	6.15830158833
SDC1	chr2_20424927	4.05550608155
BRD1	chr22_50219548	5.14024700891
KLK6	chr19_51472929	5.87005135496
MSH6	chr2_48011093	2.58895419225
GDPD4	chr11_76998463	7.81265547942
PDCD10	chr3_167452651	4.47295946948
ATP1A3	chr19_42498428	5.0829653251
GDNF	chr5_37834924	6.80021789531
FCGRT	chr19_50015535	3.86038927444
B4GALT2	chr1_44444873	4.93770370731
TLCD1	chr17_27053230	4.73624757989
TRAPPC2L	chr16_88923505	3.34103007935
FER	chr5_108083522	6.24638901145
NAB2	chr12_57482676	3.83241228785
BCAS3	chr17_58755171	3.78630723593
LCE4A	chr1_152681522	7.9602134887
NDUFS4	chr5_52856464	6.15333797969
TARDBP	chr1_11072678	4.95795515033
HHAT	chr1_210502639	6.39581740627
PITX3	chr10_104001231	7.01262341938
TOMM20	chr1_235292256	4.68123519375
GCAT	chr22_38203911	3.77124889461
GNG8	chr19_47137939	3.41435980493
UNC13A	chr19_17799008	5.74035543769
RPS5	chr19_58898635	3.40537191317
PARL	chr3_183602693	5.36702852587
HOOK3	chr8_42752032	3.09317475684
LGALS8	chr1_236681513	5.78968786754
RPL32	chr3_12883081	5.0863086335
DNAJC8	chr1_28559542	4.11979765001
CDH11	chr16_65156040	5.07182655018
SPCS2	chr11_74660291	4.8631793722
TERF2IP	chr16_75681634	3.5480980489
CNKSR3	chr6_154831753	4.70755164989
MAP7	chr6_136871957	5.5908864414
DNMT3A	chr2_25475184	5.72888171444
NDUFA4L2	chr12_57634475	5.2407899484
LEF1	chr4_109090112	7.02478544279
SLAIN1	chr13_78273015	6.55955762626
PCDHB12	chr5_140588290	7.41255333409
GLIPR1L2	chr12_75784849	4.81308225635
CD302	chr2_160654766	5.40929139715
ATP5J2	chr7_99063824	4.64648332424
OR10A6	chr11_7950209	8.48483930113
RILPL1	chr12_124018265	4.63990620027
CSRP1	chr1_201476387	6.84233758497
CPA4	chr7_129932973	6.6936673747
BOC	chr3_112931343	4.80675079767
MED27	chr9_134955274	5.89008712976
ANKMY2	chr7_16685442	3.11968985856
YIPF4	chr2_32502957	4.05417306577
ACSS3	chr12_81471808	5.25104841406
ARAP1	chr11_72463434	4.87547440636
PDXDC1	chr16_15068819	7.9615709908
AMH	chr19_2249112	4.95795278212
RHOBTB2	chr8_22853360	6.94063782154
H1FOO	chr3_129267227	7.70884548488
SNUPN	chr15_75918719	4.84683895748
NOXA1	chr9_140317846	4.68680964455
DNAJB5	chr9_34990266	4.98450228437
ENC1	chr5_73937249	3.88213811632
DENND3	chr8_142138719	3.81949273892
TREML1	chr6_41122087	8.35522782547
TDP1	chr14_90422245	3.94694413161
ARHGEF26	chr3_153839148	3.83846441707
RNF38	chr9_36400296	3.36487756082
CCL18	chr17_34391631	7.73462953041
RREB1	chr6_7108085	4.08288815976
POC5	chr5_75008280	7.30284568421
ZFP28	chr19_57050316	3.16981801067
NEK9	chr14_75593778	5.92555464169
ABCB10	chr1_229694442	4.31394530225
CELA1	chr12_51740463	6.14056217156
CACNA1S	chr1_201081694	5.72654615217
PSMB11	chr14_23511375	6.91774027327
CBLN3	chr14_24898731	5.96281670025
HIST1H2BC	chr6_26124132	2.93101449784
PLBD2	chr12_113796370	4.87538659113
ATXN1	chr6_16761721	2.91671379139
SERINC3	chr20_43150726	6.77087363798
MRGPRD	chr11_68748455	9.77213688663
CD59	chr11_33744273	6.90721282318
GAS2L1	chr22_29702984	5.00756676489
ACAD8	chr11_134123433	5.31123959093
TEK	chr9_27109138	7.87447385196
LARS	chr5_145562294	3.95621981811
PDCD4	chr10_112631552	3.01173521982
RPS26	chr12_56435685	3.91152662
CACNA1B	chr9_140772240	8.14256888227
SFXN3	chr10_102790995	4.77740308922
SKP2	chr5_36152144	5.07535231184
GLI4	chr8_144349606	4.58362284508
ANAPC10	chr4_146019693	4.95416744654
MCCC1	chr3_182817375	4.76924619942
TRIAP1	chr12_120884215	6.59621706235
NFKB2	chr10_104153866	5.7313889335
ABCA9	chr17_67057136	8.21006845705
TSC1	chr9_135820020	3.92207590776
PGC	chr6_41715139	6.0817542554
MLNR	chr13_49794473	7.27381797883
HBA2	chr16_222845	4.39932597407
ACSL5	chr10_114135022	7.65664925574
PPARA	chr22_46546498	4.95355573289
GPR146	chr7_1084208	5.48385040264
PTGFR	chr1_78956727	6.64936518525
MTHFD1L	chr6_151186814	5.69853135638
ACSL6	chr5_131347355	6.5163914671
SLC22A4	chr5_131630144	6.49088406324
KCTD20	chr6_36410543	4.96177982275
C1orf210	chr1_43751288	5.21890332894
HEPHL1	chr11_93754377	7.86274635672
POTEM	chr14_20020272	9.53867072776
AMACR	chr5_34008220	4.77698692222
OR1S2	chr11_57971653	8.53578594179
SCAI	chr9_127905838	4.67286444088
TMEM132D	chr12_130388212	6.32562774802
ILVBL	chr19_15236610	4.67411508815
PIGV	chr1_27114453	4.24641587287
GABARAPL1	chr12_10365488	4.45859462169
CTSD	chr11_1785222	3.81363938179
CLUAP1	chr16_3559893	5.97694350335
ZEB1	chr10_31610063	5.60263273024
COPG2	chr7_130353598	6.65197527022
IL10	chr1_206945839	8.89493099168
HIST1H2BF	chr6_26199786	3.59018183187
GJD3	chr17_38520945	4.91553773748
MSH6	chr2_48010220	2.89856898284
KLF12	chr13_74708066	3.67097842784
DCLRE1B	chr1_114447914	4.10154675238
ATF4	chr22_39916563	4.9724932661
ORC6	chr16_46723557	3.36327170591
NDST2	chr10_75571589	4.88387632324
GPR107	chr9_132815984	5.64369832322
AICDA	chr12_8765442	8.88260901194
PLEKHG5	chr1_6580121	5.78859113329
ABHD3	chr18_19284766	4.47880428708
MBNL2	chr13_97874549	4.84171113793
RRAGD	chr6_90121995	5.15328985211
PLAC9	chr10_81892257	8.35360420623
MBNL2	chr13_97874542	4.83306522518
MPHOSPH10	chr2_71357443	3.78480338206
IQCF2	chr3_51895644	8.27235512085
AKR1C3	chr10_5090957	7.54298414068
CHD1	chr5_98262238	4.92474214346
MTHFSD	chr16_86588809	4.67934912921
NEO1	chr15_73344824	4.19133383645
HES5	chr1_2461684	4.69262217072
DEFB128	chr20_170322	8.02755187132
ALDH4A1	chr1_19229293	5.15178031682
KCNV2	chr9_2717525	8.54131600993
FKBP8	chr19_18654406	3.84652958828
TNIP1	chr5_150460645	6.16849221471
UBTF	chr17_42298250	3.71626910086
TOP2B	chr3_25705863	3.51852176471
IGSF21	chr1_18434239	4.4679756724
SLC35F5	chr2_114514270	4.00959043887
CFHR1	chr1_196788860	5.09619159541
KRT18	chr12_53342654	4.9056599556
LIMA1	chr12_50677353	5.48698201953
LYZ	chr12_69742133	6.89242045365
TMEM203	chr9_140100090	4.91617336677
PATE2	chr11_125648714	8.27752725329
NTRK3	chr15_88799962	3.79324664328
SCN7A	chr2_167343481	8.12241740084
OLFM3	chr1_102462790	5.97107153592
TSEN54	chr17_73512608	3.42798380044
SLC26A5	chr7_103086624	5.78894491106
FBXW12	chr3_48413708	7.00339044669
MNX1	chr7_156803347	5.12360709034
PPP1R15B	chr1_204380945	4.01320407564
PSMB2	chr1_36107152	5.84962396326
DSEL	chr18_65183967	5.04623735934
FAM198A	chr3_43020758	8.27310776894
IGSF10	chr3_151158578	7.70202648611
NRG2	chr5_139422884	6.22450484808
BARHL2	chr1_91182794	5.39504949656
C15orf27	chr15_76352298	4.56688314443
ICOS	chr2_204801470	7.79045361629
MATK	chr19_3786415	5.85481606106
ATP2C2	chr16_84402128	5.60809721811
CHID1	chr11_915058	6.64096323864
EEPD1	chr7_36192835	4.16698420355
EGFLAM	chr5_38403633	7.89532032316
CCNA2	chr4_122745088	4.23883893891
CMTM3	chr16_66638227	5.34380083883
SLC26A11	chr17_78194199	5.61873323012
RAB13	chr1_153958853	4.95433437763
ATP8A2	chr13_25946208	6.30819119651
ASTN2	chr9_120177317	6.13106919067
EYA1	chr8_72274467	6.86666180824
BAZ2B	chr2_160473112	3.99564184163
SLC16A1	chr1_113498685	5.54249990281
NPSR1	chr7_34697896	8.82563835415
SLC1A7	chr1_53608304	7.82910389858
RALGDS	chr9_136004788	6.48126530392
MAPK7	chr17_19281033	4.44223996569
FANCD2	chr3_10068112	5.82638817039
HIST1H2AJ	chr6_27782518	3.94170104288
ZNF474	chr5_121465207	8.40574929775
TM4SF19	chr3_196065291	6.2205577371
HOMER1	chr5_78809659	4.16872621986
TNNI2	chr11_1860232	6.20134236985
C8A	chr1_57320442	8.95337153809
SPEG	chr2_220299699	6.58498963373
ECH1	chr19_39322497	3.73728851348
ITPA	chr20_3190133	4.78170850663
RAPH1	chr2_204400058	3.24620413919
TNIP1	chr5_150444692	7.61056533369
OR4K14	chr14_20483352	8.11135195877
S100A6	chr1_153508717	5.25051288955
GBX2	chr2_237076652	7.11943061107
SLC25A16	chr10_70287280	3.95201363652
CBLC	chr19_45281125	4.0408246364
GH1	chr17_61996212	5.77274059259
EPHA3	chr3_89156673	7.13234908609
TRAPPC9	chr8_141468678	3.43940439214
PLD1	chr3_171528284	5.49717735323
SRI	chr7_87849399	3.26870832576
JAGN1	chr3_9932270	5.39454635294
ST8SIA5	chr18_44337132	7.06595988258
SLC30A5	chr5_68389775	4.16400060182
TFG	chr3_100428385	2.81090015585
PARP8	chr5_49962771	5.12142337138
RBBP4	chr1_33116748	4.03575593192
SEC14L3	chr22_30868034	8.32855303628
CUL9	chr6_43149921	4.45786854333
LRRC26	chr9_140064491	5.3164779763
LRP4	chr11_46940173	5.05561767316
ANKRD20A3	chr9_43133510	9.10200763903
ZNF438	chr10_31320866	5.50984757572
FAM69B	chr9_139607023	5.24002340223
ADCK2	chr7_140372952	4.48101481016
AGXT	chr2_241808161	7.3285247444
RNF38	chr9_36400920	3.31221907004
SUN5	chr20_31592239	8.24326010799
SOCS2	chr12_93963597	4.35290268145
CRIP2	chr14_105941111	4.43394682657
TSLP	chr5_110407389	8.12097237296
VARS2	chr6_30881984	4.68292321232
MYH8	chr17_10325267	9.12913879095
GLRB	chr4_157997276	6.41175416342
BCL9L	chr11_118781613	4.61903219797
MTFMT	chr15_65321977	6.04321726978
ELMO1	chr7_37025871	7.04374180764
TMED1	chr19_10946983	3.6818823147
NAA40	chr11_63706802	3.9348434326
SUSD3	chr9_95820969	5.35692177046
WIPI2	chr7_5253899	6.98828424672
VPS54	chr2_64246214	3.45278808467
NDUFA12	chr12_95397489	4.291193251
AIMP1	chr4_107237663	4.11591728556
NBPF7	chr1_120387503	8.7465428913
CFHR4	chr1_196857143	6.94640128292
ZBTB1	chr14_64971291	3.7859217132
BSCL2	chr11_62477091	3.87195247746
FZD4	chr11_86666440	6.05798199097
RBP1	chr3_139258671	6.0820209371
PRH1	chr12_11324222	4.69453157671
CCNK	chr14_99947738	3.74025364623
MTHFR	chr1_11866160	4.34213363875
CXADR	chr21_18885223	5.11862728231
FAM65B	chr6_24936280	6.69867354315
C6orf47	chr6_31628549	4.79625474251
AGBL3	chr7_134671258	6.3828685556
PARP6	chr15_72563628	7.05638798387
SEC23B	chr20_18488606	4.92291020558
OR52B2	chr11_6191556	7.93895541752
KRTAP20-2	chr21_32007582	7.88855287943
ZMYM1	chr1_35525386	7.42838833946
KLHL3	chr5_137056999	7.42148239074
SARS2	chr19_39421536	4.36628281265
UXS1	chr2_106810795	4.03986442554
FKBP11	chr12_49318664	5.96759895565
PHLDB1	chr11_118477212	6.12191060562
ATP2B4	chr1_203595914	3.84853700724
ENAM	chr4_71494460	8.94953530576
SHISA4	chr1_201857796	7.98661929713
RLN1	chr9_5339873	6.96263875559
ZMAT5	chr22_30162969	4.89345950773
CCDC103	chr17_42977079	5.04772504544
MFSD10	chr4_2935964	3.27300092638
GRB10	chr7_50772998	6.81761472028
MLH3	chr14_75518235	5.30632592
PODN	chr1_53527884	6.95389352247
IFI44L	chr1_79086066	6.85576618949
TMEM184A	chr7_1596066	4.63004991947
GOT2	chr16_58768261	4.45517831377
PHPT1	chr9_139743267	3.81695854709
AANAT	chr17_74463629	6.53639520894
FBXO18	chr10_5931534	5.02491310667
KIAA0195	chr17_73452663	4.39444297228
ASL	chr7_65540775	5.44917691817
NKAIN2	chr6_124124990	6.04800525155
CHST8	chr19_34112872	7.18297080089
TYW1	chr7_66461791	3.25288556771
DDX6	chr11_118661657	4.28670315971
ATP2A2	chr12_110719031	4.21313996428
ZFP1	chr16_75182420	4.21642828311
CISD1	chr10_60028861	3.16179114226
TINAGL1	chr1_32043745	4.21463886065
FAR1	chr11_13690205	4.85157460938
PIK3CG	chr7_106505923	7.43766050092
GJC1	chr17_42908179	7.60110642808
IFIH1	chr2_163175218	5.00145185093
DPM2	chr9_130700763	6.19226208116
UNC80	chr2_210636716	5.22854475313
ADAMTSL1	chr9_18474078	6.00883593444
AMPD3	chr11_10476665	6.821521155
PRKAR1A	chr17_66508519	4.3252376262
WISP3	chr6_112375370	5.32297035408
PPRC1	chr10_103892750	4.07752875131
GALC	chr14_88460009	6.47695762779
UBQLN1	chr9_86323168	3.4109354918
NBEA	chr13_35516423	3.92040373877
RASSF8	chr12_26111963	5.33568096362
PPFIA2	chr12_81763193	6.92764237329
PITX2	chr4_111544254	6.80052165651
COPS6	chr7_99686582	4.42426020873
LRP1	chr12_57522281	3.55658123793
KRT75	chr12_52828110	8.81156719456
GPRC5C	chr17_72427666	4.44906705542
PF4	chr4_74847841	8.00521245342
MYLIP	chr6_16129316	3.99578979131
IFI6	chr1_27998724	7.03501112574
C11orf68	chr11_65686531	3.69194914455
TNIP1	chr5_150460649	6.17375800075
POLR1E	chr9_37485931	4.95817303898
KIAA1462	chr10_30348488	5.74578696864
HTATIP2	chr11_20385230	5.60884698604
NAP1L5	chr4_89619023	5.69803442097
F2RL2	chr5_75919238	7.44547361551
LCE1B	chr1_152784446	7.46145220249
ACTL8	chr1_18081807	6.43028191829
NPM3	chr10_103543170	4.98560369318
WNT10B	chr12_49365641	6.15749048631
GABRA5	chr15_27112272	6.43655046089
ZNF160	chr19_53606687	4.77617527338
ZBTB20	chr3_114790261	7.32598942563
GRID2	chr4_93225549	6.06770801519
CYP2R1	chr11_14913751	4.54827768543
SLC45A4	chr8_142264728	6.34511423074
OR4B1	chr11_48238361	8.65386501678
IFNAR2	chr21_34602199	5.45783946554
RPP25	chr15_75249775	6.2211170972
FAM179B	chr14_45431392	4.40900085661
PDE4A	chr19_10563632	4.36833494964
DRD3	chr3_113918254	8.14009504666
NSUN7	chr4_40751913	5.96022330324
ZNF596	chr8_182549	5.71354411647
SNX10	chr7_26403944	4.98313580631
NEU2	chr2_233897381	7.75226723143
CRNN	chr1_152386750	6.0234056917
CEP290	chr12_88535993	3.90226645679
CNOT2	chr12_70637493	3.97742073825
TDGF1	chr3_46616044	7.24499048252
