Gene	TSS	Coverage
NR2C2	chr3_14989090	1.77769731348
OPCML	chr11_132813037	5.25443138066
ENO1	chr1_8939151	3.28910805039
TAF12	chr1_28969604	1.83419206528
TTC1	chr5_159436106	2.24912925801
PRSS3	chr9_33795558	4.00018899656
RTF1	chr15_41709301	1.21559986782
MYL12A	chr18_3252210	5.10975589652
ATP6V1G1	chr9_117349993	0.332122353137
TINF2	chr14_24711880	3.32666623808
ZNF467	chr7_149470295	2.36954191417
SPATA13	chr13_24844824	4.19591534997
OR1F1	chr16_3254246	5.5916941298
MXI1	chr10_111967362	2.30458209364
ARL4D	chr17_41476352	3.33159951556
FERD3L	chr7_19185044	5.74032435154
ZNF131	chr5_43121609	2.72297236234
TTI1	chr20_36661870	2.14510678384
LRRC52	chr1_165513477	1.87839989692
RANBP2	chr2_109335936	2.79271188118
SPDYE2	chr7_102290771	5.35484837846
ELAVL4	chr1_50571936	7.08892532729
RNF166	chr16_88770025	2.60368370372
ZNF775	chr7_150076405	1.35575347608
ATF5	chr19_50431958	3.4558557224
RANGRF	chr17_8191968	2.8179062437
ATL2	chr2_38603672	3.11536242266
RNF122	chr8_33424646	1.58737580247
GAS8	chr16_90086036	2.14419730004
KRTAP10-11	chr21_46066330	4.71613263515
SLC12A5	chr20_44657820	3.55538610385
CNTN3	chr3_74570291	5.72915633879
HS3ST1	chr4_11430537	4.69457452676
OR5AK2	chr11_56756388	6.12099460019
CTSO	chr4_156875048	3.63839530463
CCNH	chr5_86708721	3.20066246932
PPFIBP2	chr11_7626964	6.40396903416
PDS5B	chr13_33160563	1.15648515373
TNFRSF14	chr1_2487803	3.56287328578
IFI30	chr19_18284589	2.33297340197
OSGIN2	chr8_90914095	2.39744117969
NOB1	chr16_69788871	1.98768988105
CRYGB	chr2_209010877	5.37813583899
ABCA2	chr9_139922740	2.1960573574
ATP8B3	chr19_1812275	3.65672288039
TNS1	chr2_218808796	6.15704421123
FGR	chr1_27952751	4.27125035977
DKK1	chr10_54074040	2.97675434121
CDK15	chr2_202671301	2.95712243059
FGD4	chr12_32654976	3.41021678058
FRMD6	chr14_52118575	0.0644931084641
EBF1	chr5_158526788	3.69308929466
RAB18	chr10_27793102	2.27664173873
OR6K6	chr1_158724605	6.78388145933
KCNJ9	chr1_160051359	3.83171382222
STMN1	chr1_26232993	2.88407314346
C11orf57	chr11_111944967	3.24349851592
ENO3	chr17_4854383	2.81271672944
PABPC1	chr8_101734315	1.27896693111
CIB1	chr15_90808991	2.54157747294
KRTAP5-2	chr11_1619524	3.17855176902
ERBB2	chr17_37844336	2.15753995647
EXOSC7	chr3_45017740	2.0733272109
SETMAR	chr3_4344987	1.9036397977
LTBP1	chr2_33359663	1.04992238627
CMTM3	chr16_66638633	2.29811089305
PABPC4	chr1_40042521	2.8739847876
EMILIN1	chr2_27301434	1.98712699467
YEATS4	chr12_69753489	1.11102690262
OMP	chr11_76813885	5.69605939131
MAPK11	chr22_50708822	2.65319734382
ACTR3B	chr7_152456833	0.804543643917
ST3GAL3	chr1_44173203	3.46570109082
TMEM100	chr17_53809482	5.0490287407
RAB27A	chr15_55563107	5.51166559807
C1orf54	chr1_150245182	4.10084940568
C10orf99	chr10_85933553	5.25753376636
USP6NL	chr10_11574279	4.80806270412
NCAM2	chr21_22370632	1.99038772297
NUP35	chr2_183989082	2.01674886295
SERPINB11	chr18_61369537	5.17788773792
SOCS2	chr12_93964174	2.17632780258
LGALS14	chr19_40194945	5.93316157385
CHRND	chr2_233390869	3.33361739428
HIRA	chr22_19419219	2.74515570298
KLHL3	chr5_137042116	6.30319565454
LIMS2	chr2_128405828	4.23564332867
ATP6V0B	chr1_44440319	7.24110313019
OR7C2	chr19_15052300	4.25964228601
PHLDA1	chr12_76425556	2.62542656777
RAB32	chr6_146864827	5.08997597969
ZNRD1	chr6_30029016	2.7849419373
CCT6B	chr17_33288528	1.82017988549
IGSF9B	chr11_133826649	2.89270179516
PRKACB	chr1_84543657	3.73830966322
FBRSL1	chr12_133067156	2.1936320255
RAB42	chr1_28919006	4.0572328484
ZNF577	chr19_52391229	3.30115445242
CREG1	chr1_167523056	3.51479254624
STON1-GTF2A1L	chr2_48796158	3.87840484438
NR2F2	chr15_96874110	1.4363371698
FBXO7	chr22_32870706	0.929125502381
SIRT4	chr12_120740123	0.743607343197
PDHA2	chr4_96761238	4.71599261821
AEBP2	chr12_19593514	2.89972813989
MRPL55	chr1_228297013	2.68011904538
ATF6	chr1_161736033	2.2501954452
COMMD9	chr11_36310999	2.65350598001
PRKRIP1	chr7_102036803	1.48209767432
TECR	chr19_14640378	1.53981563666
CXCL2	chr4_74964997	4.24648416659
TSPYL4	chr6_116575261	2.18960590039
DEDD2	chr19_42721944	0.568924343574
AMMECR1L	chr2_128642434	3.9114335924
NAPA	chr19_48018515	0.543701096815
TSHR	chr14_81421868	4.2533272882
PLAGL1	chr6_144385735	3.90170655628
SMC2	chr9_106856830	1.7720092996
SARS	chr1_109756514	1.82443618744
SSR3	chr3_156272989	1.90306260875
HCK	chr20_30639990	3.8935814112
RSPRY1	chr16_57220195	1.1139372591
C1QTNF7	chr4_15341559	6.5540044354
NRXN3	chr14_78870073	6.48404389513
FAM69C	chr18_72124503	3.55097305024
GART	chr21_34914464	3.51568365357
ZNF566	chr19_36980463	3.49156698192
TRPM3	chr9_73736514	2.63447589613
CSTF2T	chr10_53459355	1.76029420257
PRR5	chr22_45064426	4.18234310859
STT3B	chr3_31573992	0.319390572655
DTNB	chr2_25875529	5.05741267628
KLC3	chr19_45843997	3.65831431639
RNASE1	chr14_21270558	4.54561899734
OR4K1	chr14_20403766	8.66536050363
FGF18	chr5_170846666	4.95108786774
ZNF555	chr19_2841432	1.93210374757
YWHAG	chr7_75988342	1.38624136684
ZNF761	chr19_53935226	2.47188168739
SMAD3	chr15_67458492	4.81148207235
STOML1	chr15_74284689	4.26763495848
TP53I11	chr11_44971759	4.08554629927
SLC38A1	chr12_46663208	2.50516562177
SIX1	chr14_61116155	1.86512052676
DNAJC14	chr12_56223420	2.32645294379
RTKN	chr2_74669060	5.08842536546
C1QTNF9B	chr13_24471145	7.6840950853
PTGER4	chr5_40680031	1.95662535678
GRHPR	chr9_37422706	3.14101879387
PPEF2	chr4_76823681	3.35173637457
RFX7	chr15_56535483	1.6832451763
CALHM2	chr10_105212162	3.94641504616
IL3	chr5_131396346	5.36423703934
C21orf58	chr21_47738134	5.65127865192
SLC16A3	chr17_80193649	5.2068409468
SDCBP2	chr20_1294317	4.07102464216
SLC7A7	chr14_23289020	5.42271609335
RHBG	chr1_156338979	3.72350467011
CRYGA	chr2_209028297	3.36787870514
PSMD11	chr17_30771480	2.12729444834
KLHL8	chr4_88141420	3.04798513813
CUX1	chr7_101459183	2.80186898991
TNFAIP8L1	chr19_4639526	1.05772051408
ANKRD37	chr4_186317839	1.95652881464
CXCR2	chr2_218990012	5.76586731867
VEZT	chr12_95611521	1.75768959605
PEX11B	chr1_145516164	1.93863109983
SRSF8	chr11_94800040	4.64812909987
ADCK4	chr19_41222790	2.77455714354
EN1	chr2_119605759	3.62942538423
ZNF219	chr14_21572863	1.98047940936
DEFB130	chr8_11929256	4.94305005437
BAAT	chr9_104145801	5.59563013903
HRH1	chr3_11267668	6.19875324093
KRTAP6-2	chr21_31971193	5.2325245976
UBASH3A	chr21_43823970	4.33114221596
TMEFF1	chr9_103235519	3.31730636276
TARS	chr5_33440881	1.05265664974
WNK2	chr9_95947211	2.50521335342
ABCG1	chr21_43640007	2.95126105204
THRA	chr17_38219067	1.06743918165
CHRNA7	chr15_32322685	2.0868549874
RTN4IP1	chr6_107077373	2.00534244223
IRF5	chr7_128580723	3.89955524236
KCTD3	chr1_215740734	2.25824556942
SPRR3	chr1_152974222	4.91935453063
CLEC4G	chr19_7797057	3.48422578905
TCL1B	chr14_96152753	1.53043916184
ARL9	chr4_57371374	6.5113097356
LYZL4	chr3_42452094	6.21432769526
JMJD1C	chr10_65225761	3.32752800683
GRM5	chr11_88781240	4.53255796221
SEMA7A	chr15_74726299	3.65955225714
SEH1L	chr18_12947982	0.928477092732
KCTD14	chr11_77757237	4.73275928563
MYNN	chr3_169490852	2.28507679241
AP1M1	chr19_16308664	0.605574017035
RBBP8	chr18_20513838	2.0247012932
OR2B11	chr1_247615284	3.28253173847
TCP10L	chr21_33957845	4.69952908495
WDR64	chr1_241815579	4.54737682219
TTLL6	chr17_46894469	2.91888381797
RAB30	chr11_82745611	6.74278057276
TWISTNB	chr7_19748660	2.11724521431
CTBP2	chr10_126716453	4.14034557472
NDUFS5	chr1_39491966	3.74892750127
C4BPB	chr1_207262186	4.19470150536
SET	chr9_131447364	2.57364730537
HPS4	chr22_26879829	3.0655174602
RBL1	chr20_35724403	2.09473825439
TLR3	chr4_186990308	3.61331700364
OR7G2	chr19_9213982	5.76490188609
NUMA1	chr11_71791739	2.89185083434
CTBP1	chr4_1242908	2.04249956454
ELMO1	chr7_37024717	4.54295063924
KRT78	chr12_53242778	6.46608500573
OR4K2	chr14_20344426	5.62039745112
ASPRV1	chr2_70189397	2.45765462418
NBPF3	chr1_21766582	1.49164524107
IL17A	chr6_52051184	5.9841708702
ZNF461	chr19_37157755	1.89327671984
S100A14	chr1_153588808	3.99043717091
HIST1H2AC	chr6_26124372	0.647053579623
ZFP3	chr17_4981753	2.99434972858
DPF2	chr11_65101224	1.93499639162
NELL2	chr12_45269444	3.36843534193
WHSC1L1	chr8_38239790	1.92540168331
PDE3A	chr12_20724797	6.08409345404
CITED2	chr6_139695350	1.60010268116
KIAA1324	chr1_109656584	4.25548010849
FAP	chr2_163100045	5.70433084635
OR51A4	chr11_4968330	4.90757192992
ZKSCAN1	chr7_99613194	1.10548372641
CRISPLD1	chr8_75912388	4.1419444364
ATM	chr11_108093558	0.672056927438
NLRC4	chr2_32490812	5.83212700947
ETV4	chr17_41623800	4.07449303428
SS18	chr18_23671181	4.79299084418
P2RX2	chr12_133195365	7.34342714301
KCNK10	chr14_88789593	3.86088182739
STK32C	chr10_134121477	2.00740464319
EDNRA	chr4_148402068	4.8442578343
IGFBP7	chr4_57976551	5.3495990016
DZIP1	chr13_96296960	2.6521368125
COL8A1	chr3_99357439	5.41474539379
CCDC126	chr7_23636997	2.25615307241
TBC1D1	chr4_38121574	2.58102533014
VGF	chr7_100808852	2.90157933168
PPP2R2D	chr10_133747959	5.07438318832
MC2R	chr18_13915706	4.92406193785
FAM120AOS	chr9_96215874	2.88718587658
SERF2	chr15_44084039	3.46219561207
LNPEP	chr5_96271345	1.54198876482
GSTCD	chr4_106629940	1.66006111375
MNDA	chr1_158801167	4.31449311626
AKT3	chr1_244006584	5.18358621394
ZKSCAN4	chr6_28220074	3.95260354138
SDC1	chr2_20424927	0.973333967612
BRD1	chr22_50219548	3.13433252286
KLK6	chr19_51472929	5.72847959737
MSH6	chr2_48011093	0.882470779142
GDPD4	chr11_76998463	5.76397515634
PDCD10	chr3_167452651	2.84769998197
ATP1A3	chr19_42498428	3.56768812497
GDNF	chr5_37834924	4.1166121748
FCGRT	chr19_50015535	3.24777327858
B4GALT2	chr1_44444873	1.95554027508
TLCD1	chr17_27053230	1.9423187368
TRAPPC2L	chr16_88923505	1.51685573191
FER	chr5_108083522	2.8357545004
NAB2	chr12_57482676	0.97456740595
BCAS3	chr17_58755171	1.18810758522
LCE4A	chr1_152681522	6.35104485088
NDUFS4	chr5_52856464	4.48271953003
TARDBP	chr1_11072678	3.03665374294
HHAT	chr1_210502639	3.96127517034
PITX3	chr10_104001231	5.57892486741
TOMM20	chr1_235292256	1.49431225576
GCAT	chr22_38203911	0.602720102705
GNG8	chr19_47137939	1.98983391102
UNC13A	chr19_17799008	5.09067798629
RPS5	chr19_58898635	0.938671012946
PARL	chr3_183602693	2.67115227492
HOOK3	chr8_42752032	0.468623380786
LGALS8	chr1_236681513	2.92046411616
RPL32	chr3_12883081	1.63826503828
DNAJC8	chr1_28559542	1.99912716572
CDH11	chr16_65156040	2.30013210002
SPCS2	chr11_74660291	2.04390148968
TERF2IP	chr16_75681634	0.980917038462
CNKSR3	chr6_154831753	3.56956455019
MAP7	chr6_136871957	4.29301749909
DNMT3A	chr2_25475184	1.5813887789
NDUFA4L2	chr12_57634475	2.27433281674
LEF1	chr4_109090112	4.20598539317
SLAIN1	chr13_78273015	3.1747847122
PCDHB12	chr5_140588290	4.67130795342
GLIPR1L2	chr12_75784849	0.529627796522
CD302	chr2_160654766	3.14146530783
ATP5J2	chr7_99063824	1.63078994697
OR10A6	chr11_7950209	5.69863405885
RILPL1	chr12_124018265	0.0
CSRP1	chr1_201476387	4.36859277564
CPA4	chr7_129932973	3.85983835617
BOC	chr3_112931343	2.00231848294
MED27	chr9_134955274	4.45543953718
ANKMY2	chr7_16685442	1.13658305255
YIPF4	chr2_32502957	0.629953431764
ACSS3	chr12_81471808	2.34930873898
ARAP1	chr11_72463434	3.08347950408
PDXDC1	chr16_15068819	2.99687407863
AMH	chr19_2249112	3.62405973225
RHOBTB2	chr8_22853360	4.09309803274
H1FOO	chr3_129267227	5.00995891435
SNUPN	chr15_75918719	3.97649233178
NOXA1	chr9_140317846	0.659088917374
DNAJB5	chr9_34990266	2.18265682961
ENC1	chr5_73937249	1.57665077547
DENND3	chr8_142138719	2.12025105506
TREML1	chr6_41122087	5.16573804553
TDP1	chr14_90422245	1.02102852353
ARHGEF26	chr3_153839148	0.974866618664
RNF38	chr9_36400296	2.09539056388
CCL18	chr17_34391631	6.26637667574
RREB1	chr6_7108085	2.62140300732
POC5	chr5_75008280	3.45368872043
ZFP28	chr19_57050316	0.266040447519
NEK9	chr14_75593778	2.72517675583
ABCB10	chr1_229694442	3.12860643464
CELA1	chr12_51740463	4.28618180599
CACNA1S	chr1_201081694	3.424703505
PSMB11	chr14_23511375	5.02921900119
CBLN3	chr14_24898731	3.41671133926
HIST1H2BC	chr6_26124132	1.12169182599
PLBD2	chr12_113796370	0.612119125889
ATXN1	chr6_16761721	1.20486050714
SERINC3	chr20_43150726	3.3717286188
MRGPRD	chr11_68748455	4.90827497172
CD59	chr11_33744273	6.37293323832
GAS2L1	chr22_29702984	2.64842232906
ACAD8	chr11_134123433	2.44386666856
TEK	chr9_27109138	6.78385887587
LARS	chr5_145562294	0.875350992571
PDCD4	chr10_112631552	0.663440299683
RPS26	chr12_56435685	0.846209747605
CACNA1B	chr9_140772240	2.4314508823
SFXN3	chr10_102790995	3.6248579305
SKP2	chr5_36152144	0.319462963354
GLI4	chr8_144349606	1.45916744789
ANAPC10	chr4_146019693	2.90638385162
MCCC1	chr3_182817375	1.12717907577
TRIAP1	chr12_120884215	2.59912588811
NFKB2	chr10_104153866	2.50677797944
ABCA9	chr17_67057136	5.78942281776
TSC1	chr9_135820020	1.5606915373
PGC	chr6_41715139	3.90447386994
MLNR	chr13_49794473	5.40617955536
HBA2	chr16_222845	1.97531069113
ACSL5	chr10_114135022	5.83568139535
PPARA	chr22_46546498	1.69682440453
GPR146	chr7_1084208	3.339315481
PTGFR	chr1_78956727	4.26697868953
MTHFD1L	chr6_151186814	2.98739733438
ACSL6	chr5_131347355	5.2716057333
SLC22A4	chr5_131630144	3.5878339153
KCTD20	chr6_36410543	2.97256636942
C1orf210	chr1_43751288	3.41962333361
HEPHL1	chr11_93754377	7.07544515358
POTEM	chr14_20020272	10.3170222153
AMACR	chr5_34008220	1.38322017247
OR1S2	chr11_57971653	6.52123418222
SCAI	chr9_127905838	3.06987510307
TMEM132D	chr12_130388212	4.80804245787
ILVBL	chr19_15236610	2.52049277035
PIGV	chr1_27114453	1.21260475427
GABARAPL1	chr12_10365488	0.907558173819
CTSD	chr11_1785222	1.72148113508
CLUAP1	chr16_3559893	4.24722847622
ZEB1	chr10_31610063	4.39579478245
COPG2	chr7_130353598	3.45898752609
IL10	chr1_206945839	7.22281657848
HIST1H2BF	chr6_26199786	1.10607449508
GJD3	chr17_38520945	3.28436035252
MSH6	chr2_48010220	1.45623646063
KLF12	chr13_74708066	1.98871908882
DCLRE1B	chr1_114447914	1.25934533292
ATF4	chr22_39916563	1.41763365102
ORC6	chr16_46723557	0.241244770927
NDST2	chr10_75571589	3.23465085479
GPR107	chr9_132815984	2.62015900366
AICDA	chr12_8765442	4.27284138662
PLEKHG5	chr1_6580121	3.97772990138
ABHD3	chr18_19284766	3.49824359585
MBNL2	chr13_97874549	1.69709386167
RRAGD	chr6_90121995	3.53264768311
PLAC9	chr10_81892257	4.59411381191
MBNL2	chr13_97874542	1.8124303377
MPHOSPH10	chr2_71357443	1.13351797851
IQCF2	chr3_51895644	5.40169510636
AKR1C3	chr10_5090957	5.07060848785
CHD1	chr5_98262238	4.71658274047
MTHFSD	chr16_86588809	2.89788407441
NEO1	chr15_73344824	1.36525937258
HES5	chr1_2461684	1.61763688842
DEFB128	chr20_170322	7.24557277775
ALDH4A1	chr1_19229293	2.65924278661
KCNV2	chr9_2717525	6.99755081033
FKBP8	chr19_18654406	3.53747691989
TNIP1	chr5_150460645	2.26539513552
UBTF	chr17_42298250	1.67833996976
TOP2B	chr3_25705863	3.46454491461
IGSF21	chr1_18434239	1.30175192794
SLC35F5	chr2_114514270	1.31650681517
CFHR1	chr1_196788860	3.36291840614
KRT18	chr12_53342654	3.0345021978
LIMA1	chr12_50677353	2.77916811165
LYZ	chr12_69742133	4.62898806837
TMEM203	chr9_140100090	3.74480523173
PATE2	chr11_125648714	5.67985448994
NTRK3	chr15_88799962	2.59249650226
SCN7A	chr2_167343481	5.34965042657
OLFM3	chr1_102462790	4.376154579
TSEN54	chr17_73512608	1.94507327746
SLC26A5	chr7_103086624	3.49927238324
FBXW12	chr3_48413708	5.11052566754
MNX1	chr7_156803347	2.73381884116
PPP1R15B	chr1_204380945	1.9565536654
PSMB2	chr1_36107152	2.06179611182
DSEL	chr18_65183967	3.50325487937
FAM198A	chr3_43020758	4.96996111087
IGSF10	chr3_151158578	4.46883385716
NRG2	chr5_139422884	3.89563675564
BARHL2	chr1_91182794	3.50984783362
C15orf27	chr15_76352298	3.71982000932
ICOS	chr2_204801470	4.41992618518
MATK	chr19_3786415	1.33501340127
ATP2C2	chr16_84402128	4.47519882986
CHID1	chr11_915058	3.61590898383
EEPD1	chr7_36192835	3.61335488892
EGFLAM	chr5_38403633	4.40858980614
CCNA2	chr4_122745088	2.32503661741
CMTM3	chr16_66638227	1.789635164
SLC26A11	chr17_78194199	2.32451600836
RAB13	chr1_153958853	1.96618214034
ATP8A2	chr13_25946208	6.07807472461
ASTN2	chr9_120177317	4.94997021273
EYA1	chr8_72274467	2.10732182718
BAZ2B	chr2_160473112	2.98472553133
SLC16A1	chr1_113498685	5.06892128635
NPSR1	chr7_34697896	4.98431222844
SLC1A7	chr1_53608304	5.88087080685
RALGDS	chr9_136004788	3.09562908884
MAPK7	chr17_19281033	3.2191957605
FANCD2	chr3_10068112	2.23113894707
HIST1H2AJ	chr6_27782518	2.52042292442
ZNF474	chr5_121465207	4.94730811398
TM4SF19	chr3_196065291	3.9597181423
HOMER1	chr5_78809659	3.00171238717
TNNI2	chr11_1860232	4.49867276538
C8A	chr1_57320442	5.75518714657
SPEG	chr2_220299699	5.58608386036
ECH1	chr19_39322497	1.55263096719
ITPA	chr20_3190133	2.22304423671
RAPH1	chr2_204400058	2.59601094999
TNIP1	chr5_150444692	4.23073793522
OR4K14	chr14_20483352	5.11985621418
S100A6	chr1_153508717	3.40694289297
GBX2	chr2_237076652	3.83642505899
SLC25A16	chr10_70287280	1.38520916053
CBLC	chr19_45281125	2.44075082754
GH1	chr17_61996212	3.1373291939
EPHA3	chr3_89156673	4.61357531424
TRAPPC9	chr8_141468678	3.26271599342
PLD1	chr3_171528284	4.47399309964
SRI	chr7_87849399	1.5758094751
JAGN1	chr3_9932270	1.30364469656
ST8SIA5	chr18_44337132	2.89034697637
SLC30A5	chr5_68389775	1.01443618917
TFG	chr3_100428385	1.01888187199
PARP8	chr5_49962771	0.595962750495
RBBP4	chr1_33116748	2.56215285572
SEC14L3	chr22_30868034	5.98805217617
CUL9	chr6_43149921	1.99524273412
LRRC26	chr9_140064491	4.18113977217
LRP4	chr11_46940173	2.38818210713
ANKRD20A3	chr9_43133510	4.31683905206
ZNF438	chr10_31320866	2.90787000868
FAM69B	chr9_139607023	3.00679250627
ADCK2	chr7_140372952	2.4392480979
AGXT	chr2_241808161	6.91494686291
RNF38	chr9_36400920	1.20022371201
SUN5	chr20_31592239	5.83596365504
SOCS2	chr12_93963597	1.90489270917
CRIP2	chr14_105941111	2.1693403912
TSLP	chr5_110407389	4.80058982143
VARS2	chr6_30881984	1.07776056397
MYH8	chr17_10325267	6.57708961647
GLRB	chr4_157997276	5.67281467621
BCL9L	chr11_118781613	3.12475580828
MTFMT	chr15_65321977	3.45698875899
ELMO1	chr7_37025871	5.65771875321
TMED1	chr19_10946983	1.45335544871
NAA40	chr11_63706802	0.626050957168
SUSD3	chr9_95820969	3.0273419882
WIPI2	chr7_5253899	5.4011003091
VPS54	chr2_64246214	2.42671525431
NDUFA12	chr12_95397489	2.25589572239
AIMP1	chr4_107237663	0.964534671958
NBPF7	chr1_120387503	5.41657666533
CFHR4	chr1_196857143	5.49268828547
ZBTB1	chr14_64971291	3.47931537728
BSCL2	chr11_62477091	0.0925428137193
FZD4	chr11_86666440	3.55557550393
RBP1	chr3_139258671	3.33136636047
PRH1	chr12_11324222	2.22135170641
CCNK	chr14_99947738	1.48735574912
MTHFR	chr1_11866160	0.952505609716
CXADR	chr21_18885223	3.80965449268
FAM65B	chr6_24936280	4.99050084295
C6orf47	chr6_31628549	2.94619631058
AGBL3	chr7_134671258	4.05148282816
PARP6	chr15_72563628	5.14257131024
SEC23B	chr20_18488606	2.47247504148
OR52B2	chr11_6191556	4.9132612918
KRTAP20-2	chr21_32007582	4.51463681708
ZMYM1	chr1_35525386	5.31696784242
KLHL3	chr5_137056999	5.71975936255
SARS2	chr19_39421536	0.653001832772
UXS1	chr2_106810795	0.472861335209
FKBP11	chr12_49318664	2.26541344312
PHLDB1	chr11_118477212	4.35356161639
ATP2B4	chr1_203595914	1.42544229575
ENAM	chr4_71494460	6.49012282345
SHISA4	chr1_201857796	3.10278758532
RLN1	chr9_5339873	3.7704631082
ZMAT5	chr22_30162969	3.20913950472
CCDC103	chr17_42977079	1.87564389523
MFSD10	chr4_2935964	2.45982090413
GRB10	chr7_50772998	4.0991162847
MLH3	chr14_75518235	1.70519697198
PODN	chr1_53527884	4.96281956721
IFI44L	chr1_79086066	4.8248887361
TMEM184A	chr7_1596066	2.91668199881
GOT2	chr16_58768261	3.15225765837
PHPT1	chr9_139743267	2.55938178134
AANAT	chr17_74463629	3.63481982676
FBXO18	chr10_5931534	3.23582357503
KIAA0195	chr17_73452663	1.3913872265
ASL	chr7_65540775	2.05881538377
NKAIN2	chr6_124124990	5.15248596929
CHST8	chr19_34112872	3.98634616248
TYW1	chr7_66461791	1.161383037
DDX6	chr11_118661657	2.36059034427
ATP2A2	chr12_110719031	1.94422695961
ZFP1	chr16_75182420	0.621571802734
CISD1	chr10_60028861	0.37683885478
TINAGL1	chr1_32043745	4.64604703978
FAR1	chr11_13690205	3.82913378228
PIK3CG	chr7_106505923	4.36569614121
GJC1	chr17_42908179	4.64254656251
IFIH1	chr2_163175218	2.7630352537
DPM2	chr9_130700763	4.56875707454
UNC80	chr2_210636716	3.13681401104
ADAMTSL1	chr9_18474078	4.86087691367
AMPD3	chr11_10476665	5.28791946212
PRKAR1A	chr17_66508519	1.80728305149
WISP3	chr6_112375370	4.44500822102
PPRC1	chr10_103892750	0.907994864712
GALC	chr14_88460009	3.34439300015
UBQLN1	chr9_86323168	0.512710676744
NBEA	chr13_35516423	2.09347243311
RASSF8	chr12_26111963	3.69557119486
PPFIA2	chr12_81763193	3.44364009602
PITX2	chr4_111544254	4.15438848967
COPS6	chr7_99686582	2.0294701246
LRP1	chr12_57522281	0.380318987688
KRT75	chr12_52828110	6.35882392559
GPRC5C	chr17_72427666	2.08277758029
PF4	chr4_74847841	3.38082848576
MYLIP	chr6_16129316	1.25780735025
IFI6	chr1_27998724	4.47315367238
C11orf68	chr11_65686531	2.75208037366
TNIP1	chr5_150460649	2.22538815741
POLR1E	chr9_37485931	1.98697035523
KIAA1462	chr10_30348488	3.96527728456
HTATIP2	chr11_20385230	4.55751403509
NAP1L5	chr4_89619023	3.84899147135
F2RL2	chr5_75919238	3.37999692696
LCE1B	chr1_152784446	4.71403460098
ACTL8	chr1_18081807	4.1249062332
NPM3	chr10_103543170	2.81785390886
WNT10B	chr12_49365641	2.07459028053
GABRA5	chr15_27112272	3.11211244824
ZNF160	chr19_53606687	3.48003474294
ZBTB20	chr3_114790261	4.88170233669
GRID2	chr4_93225549	3.02333043569
CYP2R1	chr11_14913751	3.11735619152
SLC45A4	chr8_142264728	3.83712237333
OR4B1	chr11_48238361	7.042618241
IFNAR2	chr21_34602199	2.60757091115
RPP25	chr15_75249775	5.42852011558
FAM179B	chr14_45431392	0.634739383756
PDE4A	chr19_10563632	1.62959287342
DRD3	chr3_113918254	6.05420545028
NSUN7	chr4_40751913	2.46057357649
ZNF596	chr8_182549	5.17966392189
SNX10	chr7_26403944	2.21665537201
NEU2	chr2_233897381	3.01560784022
CRNN	chr1_152386750	3.3433392513
CEP290	chr12_88535993	1.52124169361
CNOT2	chr12_70637493	1.13886309318
TDGF1	chr3_46616044	5.39165478088
